"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Abiding Love Lutheran Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","abiding-love-lutheran-church-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","primer, segundo, tercer, y cuarto lunes:
11:30am-2pm","1st, 2nd, 3rd, and 4th Monday:
11:30am-2pm","","","Condado de Travis","Travis County","512-892-4041","","","","https://www.abidinglove.org/connect/outreach/food-pantry.html","7210 Brush Country Rd Austin, TX 78749","","","TX","78749","Travis","30.217797473456","-97.84539492533","https://www.abidinglove.org/connect/outreach/food-pantry.html","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 7210 BRUSH COUNTRY RD, AUSTIN, TX, 78749."
"Bannockburn Baptist Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","bannockburn-baptist-church-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","jueves: 9am-11am","Thursday: 9am-11am","","","Condado de Travis","Travis County","512-892-2703","","","","https://bannockburnchurch.com/","7100 Brodie Lane Austin, TX 78745","","","TX","78745","Travis","30.21235122623","-97.831461066625","https://bannockburnchurch.com/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 7100 BRODIE LN, AUSTIN, TX, 78745."
"Austin Vineyard Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","austin-vineyard-church-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","cuarto sábado: 9:30am-2:30pm","4th Saturday: 9:30am-2:30pm","","","Condado de Travis","Travis County","512-331-5200","","","","https://www.austinvineyardchurch.com/","13208 Morris Rd. Austin, TX 78729","","","TX","78729","Travis","30.45738753557","-97.767014887754","https://www.austinvineyardchurch.com/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 13208 MORRIS RD, AUSTIN, TX, 78729."
"St. Vincent De Paul - Diocesan Council of Asutin","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-vincent-de-paul-diocesan-council-of-asutin-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","sábado: 8am-11am","Saturday: 8am-11am","","","Condado de Travis","Travis County","512-251-6995","","","","","901 West Braker Lane Austin, TX 78758","","","TX","78758","Travis","30.381960004297","-97.686593590168","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 901 W BRAKER LN, AUSTIN, TX, 78758."
"St. Stephens Missionary Baptist Church drive thru pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-stephens-missionary-baptist-church-drive-thru-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","sábado: 11am-1pm (segundo y cuarto sábado? se debe confirmar)","Saturday: 11am-1pm (2nd and 4th Sat? need to confirm)","","","Condado de Travis","Travis County","512-837-1196","","","","","12300 Amherst Dr. Austin, TX 78727","","","TX","78727","Travis","30.419811373612","-97.716844338879","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 12300 AMHERST DR, AUSTIN, TX, 78727."
"Bethany United Methodist Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","bethany-united-methodist-church-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","First viernes: 9am-11am","First Friday: 9am-11am","","","Condado de Travis","Travis County","","","","","","10010 Anderson Mill Rd. Austin, TX 78750","","","TX","78750","Travis","30.44711512173","-97.798778149441","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 10010 ANDERSON MILL RD, AUSTIN, TX, 78750."
"Bethany Christian Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","If available, may offer baby diapers, perspnal hygiene products","bethany-christian-church-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","segundo miércoles:10am-12pm
cuarto martes: 6pm-8pm","2nd Wednesday:10am-12pm
4th Tuesday: 6pm-8pm","","","Condado de Travis","Travis County","512-926-4146","","","","","3507 E 12th St. Austin, TX 78721","","","TX","78721","Travis","30.277616908676","-97.695309019995","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 3507 E 12TH ST, AUSTIN, TX, 78721."
"South Austin Church of the Nazarene","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","south-austin-church-of-the-nazarene-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes: 9am-11am","Mondays: 9am-11am","","","Condado de Travis","Travis County","512-442-8476","","","","","6711 Menchaca Rd. Austin, TX 78745","","","TX","78745","Travis","30.205607087291","-97.806374966589","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 6711 MANCHACA RD, AUSTIN, TX, 78745."
"Austin City Lutherans - Bread For All Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","austin-city-lutherans-bread-for-all-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes: 5pm-6:30pm","Mondays: 5pm-6:30pm","","","Condado de Travis","Travis County","","","","","","1314 E Oltorf St. Austin, TX 78704","","","TX","78704","Travis","30.234529768316","-97.743371852527","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1314 E OLTORF ST, AUSTIN, TX, 78704."
"Iglesia Bautista Principe de Paz","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Free bags of food offered once a week","iglesia-bautista-principe-de-paz-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","free","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","miércoles: 5:30pm-7pm","Wednesdays: 5:30pm-7pm","","","Condado de Travis","Travis County","512-774-4939","","","","","1204 Payton Gin Rd. Austin, TX 78758","","","TX","78758","Travis","30.361475177714","-97.707861416432","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1204 PAYTON GIN RD, AUSTIN, TX, 78758."
"North Austin Christian Church - Heaven's Harvest","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","north-austin-christian-church-heaven-s-harvest-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes: 6:30pm-8pm","Monday: 6:30pm-8pm","","","Condado de Travis","Travis County","512-836-3282","","","","","1734 Rutland Dr. Austin, TX 78758","","","TX","78758","Travis","30.374528707442","-97.711788370984","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1734 RUTLAND DR, AUSTIN, TX, 78758."
"Greater Mt. Zion Church Food Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","greater-mt-zion-church-food-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","primer, segundo, y tercer sábado: 9:30am-12pm","1st, 2nd, and 3rd Saturday: 9:30am-12pm","","","Condado de Travis","Travis County","512-550-7755","","","","https://gmzaustin.org/causes/poverty/","4301 Tannehill Ln. Austin, TX 78721","","","TX","78721","Travis","30.28137799203","-97.672552350731","https://gmzaustin.org/causes/poverty/","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 4301 TANNEHILL LN, AUSTIN, TX, 78721."
"Circle of Hope Community Center Drive Thru Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","circle-of-hope-community-center-drive-thru-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes-viernes: 8am-11am","Monday-Friday: 8am-11am","","","Condado de Travis","Travis County","512-692-8001","","","circleofhopecc@gmail.com","","2900 W Pecan St. Pflugerville, TX 78660","","","TX","78660","Travis","30.449882849435","-97.658127379196","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 2900 W PECAN ST, PFLUGERVILLE, TX, 78660."
"Pflugerville Mobile Food Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Drive thru distribution service First come, first serve basis","pflugerville-mobile-food-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Primer martes de cada mes 9am-10:30am","Every first Tuesday 9am-10:30am","","","Condado de Travis","Travis County","","","","","","1440 West Pecan St. Pflugerville, TX 78660","","","TX","78660","Travis","30.44574121379","-97.633117516885","https://www.centraltexasfoodbank.org/find-food-now","","","2026-07-09","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1440 PECAN ST W, PFLUGERVILLE, TX, 78660."
"FBC Pflugerville","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","fbc-pflugerville-pflugerville","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","miércoles: 9am-11am","Wednesday: 9am-11am","","","Condado de Travis","Travis County","512-251-3052","","","","","306 South 10th St, Pflugerville, TX 78660","","Pflugerville","TX","78660","Travis","30.441454398371","-97.628789330896","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 306 S 10TH ST, PFLUGERVILLE, TX, 78660."
"St. Elizabeth Catholic Church Society of St. Vincent De Paul","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-elizabeth-catholic-church-society-of-st-vincent-de-paul-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","primer y tercer lunes: 6pm-7pm
primer y tercer jueves: 7am-10am","1st and 3rd Monday: 6pm-7pm
1st and 3rd Thurs: 7am-10am","","","Condado de Travis","Travis County","512-251-9838","","","","","1520 N Railroad Ave. Pflugerville, TX 78660","","","TX","78660","Travis","30.457141134703","-97.616703780027","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1520 N RAILROAD AVE, PFLUGERVILLE, TX, 78660."
"First United Methodist Church - Paula's Food Pantry and Clothes Closet","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","first-united-methodist-church-paula-s-food-pantry-and-clothes-closet-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","martes: 10am-12pm","Tuesday: 10am-12pm","","","Condado de Travis","Travis County","512-251-2575","","","","","500 Pecan St. East, Pflugerville","","","","","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Travis Co. Jonestown Community Center","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","travis-co-jonestown-community-center-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","segundo viernes: 9am-11am","2nd Friday: 9am-11am","","","Condado de Travis","Travis County","","","","","","18649 FM 1631 Jonestown, TX 78645","","","TX","78645","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"UT School of Nursing: Social Resource Center","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","ut-school-of-nursing-social-resource-center-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes: 9am-12pm
martes: 9:30am-3pm
miércoles: CERRADO
jueves: 9:30am-3pm
viernes: 9:30am-3pm
sábado y domingo: CERRADO
Cerrado todos los días de 12pm-1pm","Monday: 9am-12pm
Tuesday: 9:30am-3pm
Wednesday: CLOSED
Thursday: 9:30am-3pm
Friday: 9:30am-3pm
Saturday and Sunday: CLOSED
closed daily from 12pm-1pm","","","Condado de Travis","Travis County","512-386-3309","","","","","5301 Ross Rd. Bldg. J Del Valle, TX 78617","","","TX","78617","Travis","30.178219272974","-97.61519984697","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 5301 ROSS RD, DEL VALLE, TX, 78617."
"The Charlie Center (located in Mosaic Church)","Despensa de alimentos","Food pantry","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece alimentos o comestibles para personas y familias.","Helps with Social Security cards and benefits such as SSI, SSDI, survivor benefits, or Medicare. Provides food or groceries for individuals and families.","Ayuda con tarjetas del Seguro Social y beneficios como SSI, SSDI, sobrevivientes o Medicare. Ofrece alimentos o comestibles para personas y familias.","Breakfast provided, to go snack bags, assistance with navigation services: MAP healthcare insurance, Integral Care enrollment, ID, social security card, birth certificate support *first come, first serve basis","the-charlie-center-located-in-mosaic-church-travis","recursos-financieros","comida","beneficios|seguro|social|despensa|alimentos","social|security|benefits|food|pantry","","in_person|phone","unknown","","","Identificación; Tarjeta del Seguro Social","Identification; Social Security card","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","martes, miércoles jueves 10am-1pm","Tuesdays, Wednesdays Thursdays 10am-1pm","","","Condado de Travis","Travis County","512-922-8954","","","","","12675 Research Blvd. Austin, TX 78759","","","TX","78759","Travis","30.432085635017","-97.764249616862","https://www.centraltexasfoodbank.org/find-food-now","","","2026-07-01","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 12675 RESEARCH BLVD, AUSTIN, TX, 78759."
"Austin Baptist Chapel - Angel House Soup Kitchen","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","one breakfast and one lunch meal per day/ Shower facilities available from 9:30am-10am Clothing donations (mens) first come, firste serve, based on availability","austin-baptist-chapel-angel-house-soup-kitchen-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Abierto todos los días:
Desayuno 9:30am-10am
Almuerzo 11am-12:30pm
CERRADO Día de Acción de Gracias y Navidad","Open daily:
Breakfast 9:30am-10am
Lunch 11am-12:30pm
Closed Thanksgiving and Christmas","","","Condado de Travis","Travis County","","","","","","908 East Cesar Chavez St. Austin, TX 78702","","","TX","78702","Travis","30.260916608742","-97.735384901884","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 908 E CESAR CHAVEZ ST, AUSTIN, TX, 78702."
"Feed the Need - Stony Point","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","feed-the-need-stony-point-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes: 5:30pm-6:30pm","Mondays: 5:30pm-6:30pm","","","Condado de Travis","Travis County","888-511-7173","","","","","121 Stony Creek Dr. Del Valle, TX 78617","","","TX","78617","Travis","30.134287724483","-97.568023887033","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 121 STONY CREEK DR, DEL VALLE, TX, 78617."
"Bastrop Emergency Food Pantry and Support Center Inc.","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","If you are experiencing an emergent food need, call and they may be able to help on non-food distribution days.","bastrop-emergency-food-pantry-and-support-center-inc-bastrop","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Llame al programa para confirmar elegibilidad, disponibilidad y próximos pasos.","Call the program to confirm eligibility, availability, and next steps.","lunes, miércoles, y viernes 8am-11:30am
y
1pm-3:30pm","Monday, Wednesday, and Friday 8am-11:30am
AND
1pm-3:30pm","","","Condado de Bastrop","Bastrop County","512-303-0033","","","","https://bastropfoodpantry.org/programs/food-assistance/","806 Fayette St. Bastrop, TX 78602","","","TX","78602","Bastrop","","","https://bastropfoodpantry.org/programs/food-assistance/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Primera Baptist Church Food Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Food pantry and clothing closet for area residents","primera-baptist-church-food-pantry-bastrop","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Primer y tercer sábado de cada mes: 7am-10am","1st and 3rd Saturday of every month: 7am-10am","","","Condado de Bastrop","Bastrop County","512-718-7807","","","","https://www.facebook.com/primerabastrop/","306 Paul Bell St. Bastrop, TX 78602","","","TX","78602","Bastrop","30.103180459117","-97.317429229407","https://www.facebook.com/primerabastrop/","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 306 PAUL C BELL ST, BASTROP, TX, 78602."
"Community Cupboard (Elgin)","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","community-cupboard-elgin-bastrop","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","martes: 9:30am-12pm","Tuesday: 9:30am-12pm","","","Condado de Bastrop","Bastrop County","512-285-4552","","","","","115 Depot St. Elgin, TX 78621","","","TX","78621","Bastrop","30.347466492539","-97.370545730289","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 115 DEPOT ST, ELGIN, TX, 78621."
"Smithville Food Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","smithville-food-pantry-bastrop","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","miércoles: 9am-11:30am","Wednesdays: 9am-11:30am","","","Condado de Bastrop","Bastrop County","512-461-1691","","","","https://smithvillefoodpantry.org/","301 Lee St. Smithville, TX 78957","","","TX","78957","Bastrop","30.00421724728","-97.162544416886","https://smithvillefoodpantry.org/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 301 LEE ST, SMITHVILLE, TX, 78957."
