"severity","confidence","code","status","id","slug","organization_name","title_es","title_en","primary_category","detail","recommendation"
"classification","low","possible_category_mismatch","draft","a2c84b8d-dea7-4e87-b8bc-8b7b252b3d19","servicios-de-cuidado-infantil-workforce-solutions-rural-capital-area-workforce-solutions-rural-capital-area-wsrca","Workforce Solutions Rural Capital Area (WSRCA)","Servicios de Cuidado Infantil — Workforce Solutions Rural Capital Area","Child Care Services — Workforce Solutions Rural Capital Area","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_veterinary_category_mismatch","draft","b46e9732-0eb7-48e0-89d7-ee8979869c2b","campus-de-austin-community-college-en-elgin-austin-community-college-district-acc","Austin Community College District (ACC)","Campus de Austin Community College en Elgin","Austin Community College — Elgin Campus","educacion","Veterinary language appears with primary category educacion.","Review immutable source evidence; the mention may be incidental."
"classification","low","possible_veterinary_category_mismatch","draft","05a26221-7303-4397-a87f-984cc8660162","red-rover-relief-community-support-williamson","Red Rover Relief","Subvenciones para atención veterinaria urgente","Urgent veterinary care grants","recursos-financieros","Veterinary language appears with primary category recursos-financieros.","Review immutable source evidence; the mention may be incidental."
"location","medium","unsupported_postal_code","published","b4ec4cc4-7148-4215-9e96-bf243cb77dd1","caridades-catolicas-de-central-texas-servicios-para-veteranos-st-michael-s-catholic-charities-of-central-texas","Catholic Charities of Central Texas","Servicios para Veteranos St. Michael's","St. Michael's Veteran Services","recursos-financieros","76543","Verify the ZIP; if correct, add it through the approved service-area dataset."
"location","medium","unsupported_postal_code","draft","ff8d025b-295a-4b1f-9a09-26ca5ea8f787","asistencia-con-servicios-publicos-community-action-inc-hays-caldwell-blanco-community-action-inc-of-central-texas","Community Action Inc. of Central Texas","Asistencia con Servicios Públicos — Community Action Inc. (Hays/Caldwell/Blanco)","Utility Assistance — Community Action Inc. (Hays/Caldwell/Blanco)","recursos-financieros","78667","Verify the ZIP; if correct, add it through the approved service-area dataset."
"location","medium","unsupported_postal_code","draft","8909eca7-2057-4a5d-88af-35f40f0cb002","centro-de-asistencia-para-negocios-de-veteranos-vboc-utrgv-university-of-texas-rio-grande-valley-utrgv-u-s-small-business-administration","University of Texas Rio Grande Valley (UTRGV) / U.S. Small Business Administration","Centro de Asistencia para Negocios de Veteranos (VBOC) – UTRGV","Veterans Business Outreach Center (VBOC) – UTRGV","educacion","78539","Verify the ZIP; if correct, add it through the approved service-area dataset."
"location","medium","zip_county_mismatch","draft","691fd97c-bb22-4042-b761-c2aca3acd74b","austin-vineyard-church-travis","Austin Vineyard Church","Despensa de alimentos","Food pantry","comida","78729 currently maps to Williamson, not Travis.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","draft","99f170c6-0afe-4c80-a69e-3ad348ed4a1e","brighter-days-food-pantry-at-leander-church-of-christ-drive-thru-leander","Brighter Days Food Pantry at Leander Church of Christ (Drive thru)","Despensa de alimentos","Food pantry","comida","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","28518a19-636e-4203-ad56-71df016c78ae","mercado-movil-y-distribucion-de-alimentos-de-creedmoor-city-of-creedmoor-central-texas-food-bank","City of Creedmoor / Central Texas Food Bank","Mercado Móvil y Distribución de Alimentos","Mobile Market & Food Distribution","comida","78610 currently maps to Hays, not Travis.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","draft","d9b16bbc-d6e2-48e6-a5ab-9e9d5ab3f5a0","combined-community-action-climatizacion-y-asistencia-de-utilities-ceap-combined-community-action-inc","Combined Community Action, Inc.","Combined Community Action — Climatización y Asistencia de Utilities (CEAP)","Combined Community Action — Weatherization and Utility Assistance (CEAP)","vivienda","78942 currently maps to Lee, not Bastrop.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","781f32b5-d6f0-49d3-b98f-1fad59122c64","despensa-movil-de-creedmoor-elementary-ctfb-del-valle-isd-central-texas-food-bank-del-valle-isd","Creedmoor Elementary – Feeding Futures School Pantry","Despensa Móvil de Creedmoor Elementary","Creedmoor Elementary Mobile Food Pantry","comida","78610 currently maps to Hays, not Travis.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","draft","e30fd355-274e-4f5f-9a73-427037fca0e3","halcyon-home-health-and-personal-support-austin","Halcyon Home","Asistencia de emergencia con renta y servicios","Emergency rent and utility assistance","recursos-financieros","78759 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","dcde9d1b-dae2-4df7-9d08-03be49e18a2d","hill-country-community-ministries-food-pantry","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","Food and basic-needs assistance","comida","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","4838708e-aef3-4267-88dc-0d6b857377cd","hill-country-community-ministries-hccm-hill-country-community-ministries","Hill Country Community Ministries (HCCM)","Despensa de alimentos y Centro de Recursos","Food pantry and Resource Center","comida","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","4df6bb1f-cda1-401f-9cf2-69e8e836463c","brighter-days-food-pantry","Leander Church of Christ","Brighter Days Food Pantry","Brighter Days Food Pantry","comida","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","draft","fde51845-50af-4fe0-94ce-fc195c1d958c","round-mountain-baptist-church-williamson","Round Mountain Baptist Church","Despensa de alimentos","Food pantry","comida","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","ada9dadc-4ec8-4907-a707-d4007f35690f","sacred-heart-catholic-church-elgin-sociedad-de-san-vicente-de-paul-sacred-heart-catholic-church","Sacred Heart Catholic Church – St. Vincent de Paul","Despensa de Alimentos y Ayuda para Necesidades Básicas en Elgin","Food Pantry & Basic Needs Assistance in Elgin","comida","78621 currently maps to Bastrop, not Travis.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","eb610c93-7f0b-4626-ae7d-eba5fdedec90","samaritan-health-ministries-leander","Samaritan Health Ministries","Atención médica para adultos sin seguro","Health care for uninsured adults","salud","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","701f1343-57dc-4616-9bf6-c6582bd42593","texas-legal-services-center-williamson-county","Texas Legal Services Center","Ayuda legal civil gratuita en Williamson County","Free civil legal help in Williamson County","ayuda-legal","78741 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
"location","medium","zip_county_mismatch","published","e6f92c60-4b28-411d-9ec3-2a7d6beb32fd","yellow-house-foundation","Yellow House Foundation","Reuniones de recuperación y apoyo familiar","Recovery meetings and family support","salud","78641 currently maps to Travis, not Williamson.","Review authoritative geography and whether county represents location or coverage before changing data."
