"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Austin City Lutherans - Bread For All Pantry","Austin City Lutherans - Bread For All Pantry","Austin City Lutherans - Bread For All Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","austin-city-lutherans-bread-for-all-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","luness: 5pm-6:30pm","Mondays: 5pm-6:30pm","","","Condado de Travis","Travis County","","","","","","1314 E Oltorf St. Austin, TX 78704","","","TX","78704","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Iglesia Bautista Principe de Paz","Iglesia Bautista Principe de Paz","Iglesia Bautista Principe de Paz","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Free bags of food offered once a week","iglesia-bautista-principe-de-paz-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","free","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoless: 5:30pm-7pm","Wednesdays: 5:30pm-7pm","","","Condado de Travis","Travis County","(512) 774-4939","","","","","1204 Payton Gin Rd. Austin, TX 78758","","","TX","78758","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"North Austin Christian Church - Heaven's Harvest","North Austin Christian Church - Heaven's Harvest","North Austin Christian Church - Heaven's Harvest","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","north-austin-christian-church-heaven-s-harvest-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes: 6:30pm-8pm","Monday: 6:30pm-8pm","","","Condado de Travis","Travis County","(512) 836-3282","","","","","1734 Rutland Dr. Austin, TX 78758","","","TX","78758","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Greater Mt. Zion Church Food Pantry","Greater Mt. Zion Church Food Pantry","Greater Mt. Zion Church Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","greater-mt-zion-church-food-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st, 2nd, and 3rd sábado: 9:30am-12pm","1st, 2nd, and 3rd Saturday: 9:30am-12pm","","","Condado de Travis","Travis County","(512) 550-7755","","","","https://gmzaustin.org/causes/poverty/","4301 Tannehill Ln. Austin, TX 78721","","","TX","78721","Travis","","","https://gmzaustin.org/causes/poverty/","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Circle of Hope Community Center
Drive Thru Pantry","Circle of Hope Community Center
Drive Thru Pantry","Circle of Hope Community Center
Drive Thru Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","circle-of-hope-community-center-drive-thru-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes-viernes: 8am-11am","Monday-Friday: 8am-11am","","","Condado de Travis","Travis County","(512) 692-8001","","","circleofhopecc@gmail.com","","2900 W Pecan St. Pflugerville, TX 78660","","","TX","78660","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Pflugerville Mobile Food Pantry","Pflugerville Mobile Food Pantry","Pflugerville Mobile Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Drive thru distribution service
First come, first serve basis","pflugerville-mobile-food-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Every first martes 9am-10:30am","Every first Tuesday 9am-10:30am","","","Condado de Travis","Travis County","","","","","","1440 West Pecan St. Pflugerville, TX 78660","","","TX","78660","Travis","","","","","","2026-07-09","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"FBC Pflugerville","FBC Pflugerville","FBC Pflugerville","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","fbc-pflugerville-pflugerville","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoles: 9am-11am","Wednesday: 9am-11am","","","Condado de Travis","Travis County","(512) 251-3052","","","","","306 South 10th St, Pflugerville, TX 78660","","Pflugerville","TX","78660","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"St. Elizabeth Catholic Church Society of St. Vincent De Paul","St. Elizabeth Catholic Church Society of St. Vincent De Paul","St. Elizabeth Catholic Church Society of St. Vincent De Paul","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-elizabeth-catholic-church-society-of-st-vincent-de-paul-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd lunes: 6pm-7pm
1st and 3rd Thurs: 7am-10am","1st and 3rd Monday: 6pm-7pm
1st and 3rd Thurs: 7am-10am","","","Condado de Travis","Travis County","(512) 251-9838","","","","","1520 N Railroad Ave. Pflugerville, TX 78660","","","TX","78660","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"First United Methodist Church - Paula's Food Pantry and Clothes Closet","First United Methodist Church - Paula's Food Pantry and Clothes Closet","First United Methodist Church - Paula's Food Pantry and Clothes Closet","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","first-united-methodist-church-paula-s-food-pantry-and-clothes-closet-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martes: 10am-12pm","Tuesday: 10am-12pm","","","Condado de Travis","Travis County","(512) 251-2575","","","","","500 Pecan St. East, Pflugerville","","","","","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Travis Co. Jonestown Community Center","Travis Co. Jonestown Community Center","Travis Co. Jonestown Community Center","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","travis-co-jonestown-community-center-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd viernes: 9am-11am","2nd Friday: 9am-11am","","","Condado de Travis","Travis County","","","","","","18649 FM 1631 Jonestown, TX 78645","","","TX","18649","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"UT School of Nursing: Social Resource Center","UT School of Nursing: Social Resource Center","UT School of Nursing: Social Resource Center","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","ut-school-of-nursing-social-resource-center-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes: 9am-12pm
martes: 9:30am-3pm
miércoles: CERRADO
jueves: 9:30am-3pm
viernes: 9:30am-3pm
sábado and domingo: CERRADO
CERRADO daily from 12pm-1pm","Monday: 9am-12pm
Tuesday: 9:30am-3pm
Wednesday: CLOSED
Thursday: 9:30am-3pm
Friday: 9:30am-3pm
Saturday and Sunday: CLOSED
closed daily from 12pm-1pm","","","Condado de Travis","Travis County","(512) 386-3309","","","","","5301 Ross Rd. Bldg. J Del Valle, TX 78617","","","TX","78617","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"The Charlie Center (located in Mosaic Church)","The Charlie Center (located in Mosaic Church)","The Charlie Center (located in Mosaic Church)","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Breakfast provided, to go snack bags, assistance with navigation services: MAP healthcare insurance, Integral Care enrollment, ID, social security card, birth certificate support
*first come, first serve basis","the-charlie-center-located-in-mosaic-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martess, miércoless juevess 10am-1pm","Tuesdays, Wednesdays Thursdays 10am-1pm","","","Condado de Travis","Travis County","(512) 922-8954","","","","","12675 Research Blvd. Austin, TX 78759","","","TX","12675","Travis","","","","","","2026-07-01","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Austin Baptist Chapel - Angel House Soup Kitchen","Austin Baptist Chapel - Angel House Soup Kitchen","Austin Baptist Chapel - Angel House Soup Kitchen","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","one breakfast and one lunch meal per day/ Shower facilities available from 9:30am-10am
Clothing donations (mens) first come, firste serve, based on availability","austin-baptist-chapel-angel-house-soup-kitchen-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Open daily:
Breakfast 9:30am-10am
Lunch 11am-12:30pm
CERRADO Thanksgiving and Christmas","Open daily:
Breakfast 9:30am-10am
Lunch 11am-12:30pm
Closed Thanksgiving and Christmas","","","Condado de Travis","Travis County","","","","","","908 East Cesar Chavez St. Austin, TX 78702","","","TX","78702","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Feed the Need - Stony Point","Feed the Need - Stony Point","Feed the Need - Stony Point","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","feed-the-need-stony-point-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","luness: 5:30pm-6:30pm","Mondays: 5:30pm-6:30pm","","","Condado de Travis","Travis County","(888) 511-7173","","","","","121 Stony Creek Dr. Del Valle, TX 78617","","","TX","78617","Travis","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Bastrop Emergency Food Pantry and Support Center Inc.","Bastrop Emergency Food Pantry and Support Center Inc.","Bastrop Emergency Food Pantry and Support Center Inc.","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","If you are experiencing an emergent food need, call and they may be able to help on non-food distribution days.","bastrop-emergency-food-pantry-and-support-center-inc-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes, miércoles, and viernes 8am-11:30am
AND
1pm-3:30pm","Monday, Wednesday, and Friday 8am-11:30am
AND
1pm-3:30pm","","","Condado de Bastrop","Bastrop County","(512) 303-0033","","","","https://bastropfoodpantry.org/programs/food-assistance/","806 Fayette St. Bastrop, TX 78602","","","TX","78602","Bastrop","","","https://bastropfoodpantry.org/programs/food-assistance/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Primera Baptist Church Food Pantry","Primera Baptist Church Food Pantry","Primera Baptist Church Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Food pantry and clothing closet for area residents","primera-baptist-church-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd sábado of every month: 7am-10am","1st and 3rd Saturday of every month: 7am-10am","","","Condado de Bastrop","Bastrop County","(512) 718-7807","","","","https://www.facebook.com/primerabastrop/","306 Paul Bell St. Bastrop, TX 78602","","","TX","78602","Bastrop","","","https://www.facebook.com/primerabastrop/","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Community Cupboard (Elgin)","Community Cupboard (Elgin)","Community Cupboard (Elgin)","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","community-cupboard-elgin-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martes: 9:30am-12pm","Tuesday: 9:30am-12pm","","","Condado de Bastrop","Bastrop County","(512) 285-4552","","","","","115 Depot St. Elgin, TX 78621","","","TX","78621","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Smithville Food Pantry","Smithville Food Pantry","Smithville Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","smithville-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoless: 9am-11:30am","Wednesdays: 9am-11:30am","","","Condado de Bastrop","Bastrop County","(512) 461-1691","","","","https://smithvillefoodpantry.org/","301 Lee St. Smithville, TX 78957","","","TX","78957","Bastrop","","","https://smithvillefoodpantry.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Smithville Food Pantry","Smithville Food Pantry","Smithville Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","smithville-food-pantry-bastrop-2","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoles: 9am-12pm","Wednesday: 9am-12pm","","","Condado de Bastrop","Bastrop County","(512) 237-5197","","","","https://smithvillefoodpantry.org/","107 SW 2nd Ave. Smithville, TX 78957","","","TX","78957","Bastrop","","","https://smithvillefoodpantry.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Ridgeway Baptist Church","Ridgeway Baptist Church","Ridgeway Baptist Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","ridgeway-baptist-church-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Every first miércoles of the month:
9am-10am","Every first Wednesday of the month:
9am-10am","","","Condado de Bastrop","Bastrop County","(512) 253-6412","","","","","159 Ridgeway Cemetray Rd. Paige, TX 78659","","","TX","78659","Bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Rosanky Baptist Church Food Pantry","Rosanky Baptist Church Food Pantry","Rosanky Baptist Church Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","rosanky-baptist-church-food-pantry-rosanky","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th sábado of the month:
9am-11am","2nd and 4th Saturday of the month:
9am-11am","","","Condado de Bastrop","Bastrop County","(830) 839-4002","","","","","2160 FM 535, Rosanky, TX 78953","","Rosanky","TX","78953","Bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"First Baptist Church of Elgin","First Baptist Church of Elgin","First Baptist Church of Elgin","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","first-baptist-church-of-elgin-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martess and juevess: 5pm-6:30pm
CERRADO on the fifth week of the month","Tuesdays and Thursdays: 5pm-6:30pm
closed on the fifth week of the month","","","Condado de Bastrop","Bastrop County","(512) 285-4161","","","","","205 W 2nd St. Elgin, TX 78621","","","TX","78621","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"First Baptist Church of Bastrop","First Baptist Church of Bastrop","First Baptist Church of Bastrop","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","first-baptist-church-of-bastrop-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martess: 2pm-4pm","Tuesdays: 2pm-4pm","","","Condado de Bastrop","Bastrop County","","","","","","1202 Water St. Bastrop, TX 78602","","","TX","78602","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Grace Baptist Church of Red Rock","Grace Baptist Church of Red Rock","Grace Baptist Church of Red Rock","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","grace-baptist-church-of-red-rock-red-rock","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","vierness: 8am-10am","Fridays: 8am-10am","","","Condado de Bastrop","Bastrop County","(512) 303-3891","","","","","115 Sorrell, Red Rock, TX 78662","","Red Rock","TX","78662","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Seventh Day Adventist Food Pantry","Seventh Day Adventist Food Pantry","Seventh Day Adventist Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","seventh-day-adventist-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Second and last vierness: 1pm-5pm","Second and last Fridays: 1pm-5pm","","","Condado de Bastrop","Bastrop County","(512) 285-2505","","","","","225 Lexington Rd. Elgin, TX 78621","","","TX","78621","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"McDade Food Pantry","McDade Food Pantry","McDade Food Pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","mcdade-food-pantry-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","phone","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","martess: 10am-noon","Tuesdays: 10am-noon","","","Condado de Bastrop","Bastrop County","(512) 273-2016","","","","","","","","","","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Apostolic Christian Church of Bastrop","Apostolic Christian Church of Bastrop","Apostolic Christian Church of Bastrop","Despensa de alimentos y apoyo comunitario para residentes de Condado de Bastrop.","Food pantry and community support for residents of Bastrop County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","apostolic-christian-church-of-bastrop-bastrop","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Third sábados: 10:30am-11:30am","Third Saturdays: 10:30am-11:30am","","","Condado de Bastrop","Bastrop County","(512) 321-2345","","","","","1033 Hwy 71 W, Bastrop, TX 78602","","Bastrop","TX","78602","Bastrop","","","","","","","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
