"issue","status","resource_id","organization_name","title_es","title_en","group_size","signals","slug","phone","website_url","source_url","recommended_action","review_notes"
"shared_title_review","draft","3a0bcba9-a978-4028-ab4d-2236b422b9a1","Rockbridge Church","Despensa de alimentos","Food pantry","90","description","rockbridge-church-williamson","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","8d89c061-069c-43d0-9f71-7a46d95b48ac","Rosanky Baptist Church Food Pantry","Despensa de alimentos","Food pantry","90","description","rosanky-baptist-church-food-pantry-rosanky","830-839-4002","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","fde51845-50af-4fe0-94ce-fc195c1d958c","Round Mountain Baptist Church","Despensa de alimentos","Food pantry","90","description","round-mountain-baptist-church-williamson","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","da8471c5-569a-4fae-b62d-2fd020381863","Round Rock Seventh Day Adventist Church","Despensa de alimentos","Food pantry","90","description","round-rock-seventh-day-adventist-church-williamson","512-388-7870","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","f931eedf-7c96-492c-9e0f-0485c19858b2","Sacred Heart Catholic Church (Elgin)- Society of St. Vincent De Paul","Despensa de alimentos","Food pantry","90","description","sacred-heart-catholic-church-elgin-society-of-st-vincent-de-paul-bastrop","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","9ccd24ac-0a92-427f-bbcd-f239f73819ca","San Antonio Food Bank","Despensa de alimentos","Food pantry","90","description","san-antonio-food-bank-guadalupe","","","https://safoodbank.org/help/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","88f0f626-701b-4e4b-b492-c08ffb2ab628","San Gabriel Unitarian Universalist Fellowship","Despensa de alimentos","Food pantry","90","","san-gabriel-unitarian-universalist-fellowship-williamson","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","c312730e-a013-41e6-b4f5-2077fa524a70","Schulenberg Area Food Pantry","Despensa de alimentos","Food pantry","90","description","schulenberg-area-food-pantry-fayette","979-743-5908","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","fe10362e-aa6b-4179-8fd0-d8cc7de7dbcb","Seguin Christian Cupboard","Despensa de alimentos","Food pantry","90","description","seguin-christian-cupboard-guadalupe","830-379-4857","https://www.christiancupboardofseguin.org/","https://www.christiancupboardofseguin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","ac76105b-9bce-40f6-85c8-5a150b0f62c3","Seventh Day Adventist Food Pantry","Despensa de alimentos","Food pantry","90","description","seventh-day-adventist-food-pantry-bastrop","512-285-2505","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","5a1e0009-8ae0-494d-b678-637549688b64","Shepherd's Heart Food Pantry and Community Ministries","Despensa de alimentos","Food pantry","90","description","shepherd-s-heart-food-pantry-and-community-ministries-williamson","512-352-5553","https://www.shepherdshearttaylor.org/","https://www.shepherdshearttaylor.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","90fac26c-438c-4140-b287-ead460a95870","Shoreline - North Austin Mobile Pantry","Despensa de alimentos","Food pantry","90","description","shoreline-north-austin-mobile-pantry-travis","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","03df7d5f-d3a9-4b7a-b646-a823f882ca6c","Smithville Food Pantry","Despensa de alimentos","Food pantry","90","description","despensa-de-alimentos-de-smithville-smithville-food-pantry","512-461-1691","https://smithvillefoodpantry.org/","https://smithvillefoodpantry.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","517decf3-f504-4b65-b534-7bd359c8bab2","South Austin Church of the Nazarene","Despensa de alimentos","Food pantry","90","description","south-austin-church-of-the-nazarene-travis","512-442-8476","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","75043444-c9ad-493a-9aea-b915f6d99348","St. Andrews Presbyterian Church","Despensa de alimentos","Food pantry","90","description","st-andrews-presbyterian-church-travis","512-251-0698","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","5b58628a-fea9-46ee-a8c4-42b880aef872","St. Austin Catholic Parish, Newman Hall","Asistencia con servicios públicos","Utility assistance","3","","st-austin-catholic-parish-newman-hall-housing-and-financial-assistance-travis","512-477-9471","https://staustin.org/outreach","https://staustin.org/outreach","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","b6d9042e-4a1d-459a-bfab-35032c5397a8","St. Elizabeth Catholic Church Society of St. Vincent De Paul","Despensa de alimentos","Food pantry","90","description","st-elizabeth-catholic-church-society-of-st-vincent-de-paul-travis","512-251-9838","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","8ca08b9d-87fc-4901-8791-698c5341e9a4","St. Matthews Episcopal Church","Asistencia con renta y servicios públicos","Rent and utility assistance","2","","st-matthews-episcopal-church-housing-and-financial-assistance-travis","512-345-8314","","","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","631cbc76-c4fb-4400-8d73-bf522199af37","St. Stephens Missionary Baptist Church drive thru pantry","Despensa de alimentos","Food pantry","90","description","st-stephens-missionary-baptist-church-drive-thru-pantry-travis","512-837-1196","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","58c843c7-5767-418e-93f4-7ad1207674d2","St. Vincent De Paul","Despensa de alimentos","Food pantry","90","description","st-vincent-de-paul-round-rock","512-255-2330","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","3f4c51bd-6177-47fe-a08b-c107343ef834","St. Vincent De Paul","Alimentos y asistencia con servicios públicos","Food and utility assistance","2","","st-vincent-de-paul-housing-and-financial-assistance-caldwell","512-395-5005","","","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","68ebcf5b-a27b-462d-ab15-a1cc0210bc32","St. Vincent De Paul - Diocesan Council of Asutin","Despensa de alimentos","Food pantry","90","description","st-vincent-de-paul-diocesan-council-of-asutin-travis","512-251-6995","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","9e191230-a620-46e8-b92b-64bf244770c9","Stonehaven Resident Council","Despensa de alimentos","Food pantry","90","description","stonehaven-resident-council-williamson","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","d9b4dfdc-0817-4bd2-bdf7-6d77917a4089","Texas Workforce Solutions","Empleo y capacitación laboral","Employment and job training","4","","texas-workforce-solutions-education-and-employment-williamson","844-344-2780","https://wfscapitalarea.com/","https://wfscapitalarea.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","8e16d961-90a8-41be-a3bd-a2ed810780c7","The Bread Basket Ministry of First Baptist Church","Despensa de alimentos","Food pantry","90","","the-bread-basket-ministry-of-first-baptist-church-caldwell","512-376-3137","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","b89d680e-ac75-4797-990f-2d14181bb222","The Randolph Area Christian Assistance Program","Alimentos y asistencia con servicios públicos","Food and utility assistance","2","","the-randolph-area-christian-assistance-program-housing-and-financial-assistance-schertz","210-658-1613","https://racap.org/","https://racap.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","ad347649-b2e8-49c7-a878-ee5b77361fd6","The Salvation Army","Despensa de alimentos","Food pantry","90","","the-salvation-army-williamson","512-246-7292","https://salvationarmyaustin.org/","https://salvationarmyaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","50b24b7d-a6fc-4cd4-8b6b-a640bbcca1cc","Travis Co. Jonestown Community Center","Despensa de alimentos","Food pantry","90","description","travis-co-jonestown-community-center-travis","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","6dca176a-b43a-442e-9b74-020200601d1c","UpLift at University Presbyterian Church","Asistencia con renta y servicios públicos","Rent and utility assistance","2","","uplift-at-university-presbyterian-church-housing-and-financial-assistance-travis","512-476-5321","","","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","8a287e02-b8dd-46e4-aa9a-325b5e7aae27","UT School of Nursing: Social Resource Center","Despensa de alimentos","Food pantry","90","description","ut-school-of-nursing-social-resource-center-travis","512-386-3309","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","draft","09b70bc8-2b35-4b78-a14a-bb542429f16e","Zion Chapel Missionary Baptist Church","Despensa de alimentos","Food pantry","90","description","zion-chapel-missionary-baptist-church-williamson","","","https://www.centraltexasfoodbank.org/find-food-now","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"title_contains_organization","draft","f76f85ba-51fe-426f-b57a-dffe1defe6bb","Advocacy Outreach","Advocacy Outreach (Elgin)","Advocacy Outreach (Elgin)","1","organization","advocacy-outreach-elgin-advocacy-outreach","512-281-4180","http://advocacyoutreach.org/","http://advocacyoutreach.org/contactus.html","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","73e14c4e-af91-43fe-83bb-094977880a82","AGE of Central Texas","AGE of Central Texas — Servicios para Cuidadores","AGE of Central Texas — Caregiver Services","1","organization","age-of-central-texas-servicios-para-cuidadores-age-of-central-texas","512-451-4611","https://ageofcentraltx.org/","https://ageofcentraltx.org/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","506da0f9-5a4a-4d22-95de-5765ecc825dd","Alzheimer's Texas","Alzheimer's Texas — Apoyo a Cuidadores","Alzheimer's Texas — Caregiver Support","1","organization","alzheimer-s-texas-apoyo-a-cuidadores-alzheimer-s-texas","512-241-0420","https://www.txalz.org/","https://www.txalz.org/how-we-can-help-programs-services/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","16d516fc-28ce-45c2-b035-a5d9ee23d813","Austin Habitat for Humanity","Austin Habitat for Humanity — Reparación de Vivienda (Bastrop)","Austin Habitat for Humanity — Home Repair (Bastrop)","1","organization","austin-habitat-for-humanity-reparacion-de-vivienda-bastrop-austin-habitat-for-humanity","512-472-8788","https://austinhabitat.org/programs/home-repair/","https://austinhabitat.org/programs/home-repair/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","3471b448-666e-449a-917d-7b56298439f9","Austin Water","Austin Water – Servicio al Cliente / TAPS","Austin Water – Customer Service / TAPS","1","organization","austin-water-customer-service-taps","512-494-9400","https://coautilities.com/wps/wcm/connect/occ/coa/util/support/customer-assistance/","https://coautilities.com/wps/wcm/connect/occ/coa/util/support/customer-assistance/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","96f1bed9-7531-411e-99b6-f15a7e030f85","Bastrop County Emergency Food Pantry","Programa de Asistencia de Renta/Utilities — Despensa de Emergencia del Condado de Bastrop","Rent/Utility Assistance Program — Bastrop County Emergency Food Pantry","1","organization","programa-de-asistencia-de-renta-utilities-despensa-de-emergencia-del-condado-de-bastrop-bastrop-county-emergency-food-pantry","512-303-0033","https://www.bastropfoodpantry.org/programs/emergency-assistance/","https://www.bastropfoodpantry.org/programs/emergency-assistance/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","a43b6184-e8d0-4794-bebe-82bd37dd0fa2","Bluebonnet Trails Community Services","Bluebonnet Trails Community Services — Bastrop","Bluebonnet Trails Community Services — Bastrop","1","organization","bluebonnet-trails-community-services-bastrop-bluebonnet-trails-community-services","844-309-6385","https://bbtrails.org/bastrop/","https://bbtrails.org/bastrop/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","4380d5fd-6cfa-41d7-8380-3b8f185ba163","Caldwell County","Servicios para Veteranos del Condado de Caldwell","Caldwell County Veterans Services","1","organization","servicios-para-veteranos-del-condado-de-caldwell-caldwell-county","512-398-6492","https://www.co.caldwell.tx.us/page/Veterans","https://www.co.caldwell.tx.us/page/Veterans","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","acbc17f1-ec65-47fc-93f7-00e68e3c0c0a","CARTS","CARTS (Capital Area Rural Transportation System)","CARTS (Capital Area Rural Transportation System)","1","organization","carts-capital-area-rural-transportation-system-carts","512-478-7433","https://www.ridecarts.com/","https://www.ridecarts.com/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","ec30a4a3-60cf-4a17-bdbe-b2098131d48a","Cedar Creek United Methodist Church","Despensa de la Iglesia Metodista Unida de Cedar Creek","Cedar Creek United Methodist Church Food Pantry","1","organization","despensa-de-la-iglesia-metodista-unida-de-cedar-creek-cedar-creek-united-methodist-church","512-303-1393","https://www.cedarcreekumc.org/food-pantry","https://www.cedarcreekumc.org/food-pantry","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","04566642-11ce-41c5-b1c2-b3cec69dbbdd","Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","Central Texas Food Bank — Senior Programs (CSFP and HOPE)","1","organization","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","855-366-3401","https://www.centraltexasfoodbank.org/get-help/help-seniors","https://www.centraltexasfoodbank.org/get-help/help-seniors","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","5089e913-cd51-483c-b322-666165033d0f","Central Texas Food Bank","Despensa Móvil de Cedar Creek (Central Texas Food Bank)","Cedar Creek Mobile Pantry (Central Texas Food Bank)","1","organization","despensa-movil-de-cedar-creek-central-texas-food-bank-central-texas-food-bank","855-366-3401","https://www.centraltexasfoodbank.org/find-food-now","https://www.centraltexasfoodbank.org/location/cedar-creek-tx-mobile-food-pantry","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","Central Texas Food Bank","Despensa Móvil de Elgin (Central Texas Food Bank)","Elgin Mobile Pantry (Central Texas Food Bank)","1","organization","despensa-movil-de-elgin-central-texas-food-bank-central-texas-food-bank","855-366-3401","https://www.centraltexasfoodbank.org/find-food-now","https://www.centraltexasfoodbank.org/find-food-now","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","f307f0ea-7f7a-4737-a487-e9c3c5cd2f41","Community Cupboard","Despensa Comunitaria (Community Cupboard) — Elgin","Community Cupboard — Elgin","1","organization","despensa-comunitaria-community-cupboard-elgin-community-cupboard","512-285-4552","https://www.elgincommunitycupboard.org/","https://www.elgincommunitycupboard.org/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","3c5faf40-fa41-450b-894c-299c71202980","First Baptist Church Elgin","Despensa de la Primera Iglesia Bautista de Elgin","First Baptist Church Elgin Food Pantry","1","organization","despensa-de-la-primera-iglesia-bautista-de-elgin-first-baptist-church-elgin","512-285-4161","https://www.centraltexasfoodbank.org/location/first-baptist-church","https://www.centraltexasfoodbank.org/location/first-baptist-church","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","8f45635a-6179-4946-9761-8d2104e43bc6","Meals on Wheels Central Texas","Meals on Wheels Central Texas (MOWCT)","Meals on Wheels Central Texas (MOWCT)","1","organization","meals-on-wheels-central-texas-mowct-meals-on-wheels-central-texas","512-477-2273","https://www.mowctx.org/","https://www.mowctx.org/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","e094e039-07de-436e-8942-3abbe5becd34","Primera Baptist Church","Despensa de la Iglesia Primera Bautista (Bastrop)","Primera Baptist Church Food Pantry (Bastrop)","1","organization","despensa-de-la-iglesia-primera-bautista-bastrop-primera-baptist-church","512-629-7280","https://facebook.com/PrimeraBastrop","https://texaslocalfood.org/tclf-partner/primera-baptist-church/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","c4e54dbb-6cae-42b4-8ce4-c5138271bfed","Sacred Heart Catholic Church","Despensa de la Iglesia Católica Sagrado Corazón (Elgin)","Sacred Heart Catholic Church Food Pantry (Elgin)","1","organization","despensa-de-la-iglesia-catolica-sagrado-corazon-elgin-sacred-heart-catholic-church","512-281-3536","https://www.sacredheartofelgin.org/","https://www.findhelp.org/sacred-heart-catholic-church-(elgin)---society-of-st.-vincent-de-paul--elgin-tx--basic-needs-assistance/5756991472140288","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","801a5986-85a8-48fc-920c-0b4ca1142c6a","State Bar of Texas","Servicio de Referencia e Información de Abogados del Colegio de Abogados de Texas","State Bar of Texas Lawyer Referral & Information Service (LRIS)","1","organization","servicio-de-referencia-e-informacion-de-abogados-del-colegio-de-abogados-de-texas-state-bar-of-texas","800-252-9690","https://www.texasbar.com/lris/","https://www.texasbar.com/lris/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","b53bac7b-daaf-4336-b67b-a19c290e87ec","Texas Legal Services Center","Línea Legal Directa para Texanos (Texas Legal Services Center)","Legal Hotline for Texans (Texas Legal Services Center)","1","organization","linea-legal-directa-para-texanos-texas-legal-services-center-texas-legal-services-center","800-622-2520","https://www.tlsc.org/","https://texaslawhelp.org/directory/texas-legal-services-center-legal-hotline-for-texans","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","c74b8afc-53cb-47fb-a880-a21ccf91a0c8","Texas Veterans Commission","Comisión de Veteranos de Texas — Representantes de Reclamos de VA","Texas Veterans Commission — VA Claims Representatives","1","organization","comision-de-veteranos-de-texas-representantes-de-reclamos-de-va-texas-veterans-commission","800-252-8387","https://tvc.texas.gov/claims/","https://texvet.org/resources/tvc-va-claims-representatives","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","bb315bb3-7fb2-4348-b299-449331255bd4","Travis County Clerk's Office","Travis County Clerk's Office – División de Registros","Travis County Clerk's Office – Recording Division","1","organization","travis-county-clerk-s-office-recording-division","512-854-9188","https://countyclerk.traviscountytx.gov/departments/recording/","https://countyclerk.traviscountytx.gov/contact-us/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","b70cbbba-4659-4657-b50e-7d2db25a1388","Travis County Clerk's Office","Travis County Clerk's Office – División de Sucesiones","Travis County Clerk's Office – Probate Division","1","organization","travis-county-clerk-s-office-probate-division","512-854-5958","https://countyclerk.traviscountytx.gov/departments/probate/","https://countyclerk.traviscountytx.gov/contact-us/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","2820cec6-9291-4585-9a6a-a7ce0dd533c4","Travis County Clerk's Office","Travis County Clerk's Office – División de Delitos Menores","Travis County Clerk's Office – Misdemeanor Division","1","organization","travis-county-clerk-s-office-misdemeanor-division","512-854-9188","https://countyclerk.traviscountytx.gov/departments/misdemeanor/","https://countyclerk.traviscountytx.gov/contact-us/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","a8dc3b93-1f99-408c-a283-b421244d111d","Travis County Clerk's Office","Travis County Clerk's Office – División Civil","Travis County Clerk's Office – Civil Division","1","organization","travis-county-clerk-s-office-civil-division","512-854-5959","https://countyclerk.traviscountytx.gov/departments/civil/","https://countyclerk.traviscountytx.gov/departments/civil/","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","192ff2bb-47d5-4e66-8ce0-707963cedb01","Travis County District Clerk","Travis County District Clerk – Jurado y Pasaportes","Travis County District Clerk – Jury and Passports","1","organization","travis-county-district-clerk-jury-and-passports","512-854-9669","https://www.traviscountytx.gov/district-clerk/jury-duty","https://www.traviscountytx.gov/district-clerk/passport","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","4115c792-beac-4c6d-8a48-741741cc1a67","Travis County District Clerk","Travis County District Clerk – Divorcios","Travis County District Clerk – Divorces","1","organization","travis-county-district-clerk-divorces","512-854-9457","https://www.traviscountytx.gov/district-clerk/family-division/divorce","https://www.traviscountytx.gov/district-clerk/family-division/divorce","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","bb95d5c7-253a-4a94-be18-40a11ee4bba4","Williamson County","Servicios para Adultos Mayores del Condado de Williamson","Williamson County Senior Services","1","organization","servicios-para-adultos-mayores-del-condado-de-williamson-williamson-county","","https://www.wilcotx.gov/1459/Senior-Services","https://www.wilcotx.gov/1459/Senior-Services","Remove redundant organization wording while preserving the service identity.",""
"title_contains_organization","draft","ffc5a197-bdbc-49f6-a8b0-e2fc6d20e3f2","Workforce Solutions Rural Capital Area","Workforce Solutions Rural Capital Area — Oficina de Bastrop","Workforce Solutions Rural Capital Area — Bastrop Office","1","organization","workforce-solutions-rural-capital-area-oficina-de-bastrop-workforce-solutions-rural-capital-area","512-303-3916","https://workforcesolutionsrca.com/locations/bastrop","https://workforcesolutionsrca.com/locations/bastrop","Remove redundant organization wording while preserving the service identity.",""
