"lookup_id","resource_id","status","organization_name","title_en","original_address","query_street","query_city","query_state","query_zip","preflight","reason"
"125","04566642-11ce-41c5-b1c2-b3cec69dbbdd","draft","Central Texas Food Bank","Senior food programs (CSFP and HOPE)","6500 Metropolis Drive, Austin, TX, 78744","6500 Metropolis Drive","Austin","TX","78744","ready",""
"126","8feadfac-90c3-4cb6-b439-aa1d897aa6a4","published","Area Agency on Aging of the Capital Area (CAPCOG) / Texas HHSC","Area Agency on Aging of the Capital Area (AAACAP)","6800 Burleson Road, Bldg 301/310, Suite 165, Austin, TX, 78744","6800 Burleson Road","Austin","TX","78744","ready",""
"127","9a748be6-55f1-40ab-a40f-4e6e3046fe33","draft","Capital Metropolitan Transportation Authority (CapMetro)","CapMetro Access","2910 E. 5th St., Austin, TX, 78702","2910 E. 5th St.","Austin","TX","78702","ready",""
"128","acbc17f1-ec65-47fc-93f7-00e68e3c0c0a","draft","CARTS","Rural public and non-emergency medical transportation","Sede en Cedar Creek, TX","Sede en Cedar Creek","","TX","","unresolved","variable_or_non_specific_location"
"129","302de942-8d80-4199-bc05-f3a7197abebe","draft","Travis Central Appraisal District","Over-65 homestead tax exemption","850 East Anderson Lane, Austin, TX, 78752","850 East Anderson Lane","Austin","TX","78752","ready",""
"130","ad05bbf6-8ec8-41b1-9c3f-df476c3acc9d","draft","Travis County Health and Human Services","Travis County Utility Assistance (CEAP)","6 Centros Comunitarios (ver sitio), TX","6 Centros Comunitarios (ver sitio)","","TX","","unresolved","variable_or_non_specific_location"
"131","ff8d025b-295a-4b1f-9a09-26ca5ea8f787","draft","Community Action, Inc. of Central Texas","Utility payment assistance","215 S. Reimer Avenue, Suite 130, San Marcos, TX, 78666","215 S. Reimer Avenue","San Marcos","TX","78666","ready",""
"132","e1f144b6-eded-49b7-bc96-d3b48d8ca033","draft","Community Action Inc. of Central Texas","San Marcos Senior Citizens Center","810 Arizona Street, San Marcos, TX, 78666","810 Arizona Street","San Marcos","TX","78666","ready",""
"133","f266da43-7ff9-4e6b-9fb8-5c65b10eac0b","draft","Ciudad de Lockhart","Lockhart Area Senior Citizen Activity Center","901 Bois D'Arc Street, Lockhart, TX, 78644","901 Bois D'Arc Street","Lockhart","TX","78644","ready",""
"134","ae13c611-e987-4851-a76a-244b9a096fba","draft","Bastrop Community Senior Center","Activities, exercise, and meals for older adults","1209 Linden St, Unit A, Bastrop, TX, 78602","1209 Linden St","Bastrop","TX","78602","ready",""
"135","560915b3-0a0d-4b8b-aae8-7822575c9f38","draft","Travis County Health and Human Services","engAGE Travis County","5325 Airport Blvd, 2do piso, Austin, TX, 78753","5325 Airport Blvd, 2do piso","Austin","TX","78753","ready",""
"136","7136ccfe-2ede-4de6-ad9a-fffbcb49040d","published","AGE of Central Texas","Comprehensive support for older adults and caregivers","7640 Guadalupe St, Austin, TX, 78752","7640 Guadalupe St","Austin","TX","78752","ready",""
"137","24a2c0f9-7f26-40d2-b836-df8f9fcb99dd","published","Drive a Senior Central Texas (antes ""Senior Access"")","Drive a Senior – Transportation & Support for Older Adults","2601 Exposition Boulevard, Austin, TX, 78703","2601 Exposition Boulevard","Austin","TX","78703","ready",""
"138","b0219ae4-33d0-4864-b248-b6d26826b3ae","published","Cerebral Palsy Awareness Transition Hope (CPATH Texas)","CPATH Adaptive & Mobility Equipment Closet","5555 N. Lamar, Building J Suite 125, Building J Suite 125, Austin, TX, 78751","5555 N. Lamar, Building J Suite 125","Austin","TX","78751","ready",""
"139","f17774b3-626f-4eab-9077-95d46cea0711","draft","City of Austin Vital Statistics","Certified birth and death certificates","7201 Levander Loop, Building C, Building C, Austin, TX, 78702","7201 Levander Loop, Building C","Austin","TX","78702","ready",""
"140","ff866166-7d9e-4d6e-ac4d-7386004157d5","published","Manos de Cristo, Inc.","Manos de Cristo – Dental Care, Basic Needs & Education","4911 Harmon Avenue, Austin, TX, 78751","4911 Harmon Avenue","Austin","TX","78751","ready",""
"141","ab202566-f7ac-44cc-a7a7-9537b078b51b","draft","Bastrop County Emergency Food Pantry","Emergency food assistance","1201 Pine Street, Bastrop, TX, 78602","1201 Pine Street","Bastrop","TX","78602","ready",""
"142","fa8108e4-57c3-4c89-b74f-7192cd4d9783","draft","Open Door Soup Kitchen","Free community breakfast and lunch","987 N State Highway 95, Bastrop, TX, 78602","987 N State Highway 95","Bastrop","TX","78602","ready",""
"143","e094e039-07de-436e-8942-3abbe5becd34","draft","Primera Baptist Church","Food pantry and clothing closet — Bastrop","306 Paul C Bell St, Bastrop, TX, 78602","306 Paul C Bell St","Bastrop","TX","78602","ready",""
"144","f307f0ea-7f7a-4737-a487-e9c3c5cd2f41","draft","Community Cupboard","Elgin community food pantry","303 Ave C, Elgin, TX, 78621","303 Ave C","Elgin","TX","78621","ready",""
"145","c4e54dbb-6cae-42b4-8ce4-c5138271bfed","draft","Sacred Heart Catholic Church","Food, rent, and utility assistance — Elgin","302 West 11th Street, Elgin, TX, 78621","302 West 11th Street","Elgin","TX","78621","ready",""
"146","3c5faf40-fa41-450b-894c-299c71202980","draft","First Baptist Church Elgin","Elgin food pantry","205 W. 2nd Street, Elgin, TX, 78621","205 W. 2nd Street","Elgin","TX","78621","ready",""
"147","03df7d5f-d3a9-4b7a-b646-a823f882ca6c","draft","Smithville Food Pantry","Food pantry","301 Lee St. Smithville, TX 78957, Smithville, TX, 78957","301 Lee St. Smithville, TX 78957","Smithville","TX","78957","ready",""
"148","faf2ea96-cef5-4920-9cfa-e9a9917d6588","draft","Friendship Bible Baptist Church / Community of Hope Inc.","Community of Hope Food Pantry (Friendship Bible Baptist Church) — Cedar Creek","111 Pearce Lane, Cedar Creek, TX, 78612","111 Pearce Lane","Cedar Creek","TX","78612","ready",""
"149","ec30a4a3-60cf-4a17-bdbe-b2098131d48a","draft","Cedar Creek United Methodist Church","Cedar Creek food pantry","5630 FM 535, Cedar Creek, TX, 78612","5630 FM 535","Cedar Creek","TX","78612","ready",""
"150","5089e913-cd51-483c-b322-666165033d0f","draft","Central Texas Food Bank","Cedar Creek mobile pantry","125 Voss Pkwy, Cedar Creek, TX, 78612","125 Voss Pkwy","Cedar Creek","TX","78612","ready",""
"151","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","draft","Central Texas Food Bank","Elgin mobile pantry","1501 US-290, Elgin, TX, 78621","1501 US-290","Elgin","TX","78621","ready",""
"152","c980a647-c289-49af-908b-1e2ff4cc59eb","draft","Central Texas Food Bank (programa Golden Harvest)","Golden Harvest Senior Meals (Meals on Wheels)","Bastrop Community Senior Center, 1209 Linden St, Bastrop, TX, 78602","Bastrop Community Senior Center, 1209 Linden St","Bastrop","TX","78602","ready",""
"153","d1fb9aff-e20f-4e22-88b1-1ac68d60670d","draft","Austin Public Health (administra WIC para el área de Bastrop)","WIC Bastrop Clinic","443 Texas Highway 71, Bastrop, TX, 78602","443 Texas Highway 71","Bastrop","TX","78602","ready",""
"154","a9218b46-6595-453b-b319-a2cb3624d4af","draft","Bastrop Housing Authority","Public housing and Section 8 vouchers","502 Farm Street, Bastrop, TX, 78602","502 Farm Street","Bastrop","TX","78602","ready",""
"155","c5402ac3-c220-4995-937d-3b1673a613a9","draft","Elgin Housing Authority","Public housing and Section 8 vouchers","515 Old McDade Road, Elgin, TX, 78621","515 Old McDade Road","Elgin","TX","78621","ready",""
"156","f76f85ba-51fe-426f-b57a-dffe1defe6bb","draft","Advocacy Outreach","Emergency housing, eviction prevention, and day shelter","200-A Depot Street, Elgin, TX, 78621","200-A Depot Street","Elgin","TX","78621","ready",""
"157","d9b16bbc-d6e2-48e6-a5ab-9e9d5ab3f5a0","draft","Combined Community Action, Inc.","Home weatherization and energy assistance","165 W Austin Street, Giddings, TX, 78942","165 W Austin Street","Giddings","TX","78942","ready",""
"158","64eaf9fd-99fb-4dfe-8ebc-639d80ebbfd4","draft","Bastrop County Long Term Recovery Team (BCLTRT)","Bastrop County Long Term Recovery Team","15 American Legion Drive, Bastrop, TX, 78602","15 American Legion Drive","Bastrop","TX","78602","ready",""
"159","c3d4d644-e959-47e2-a470-e63cd383e280","draft","Community Health Centers of South Central Texas (CHCSCT)","Bastrop Community Health Center","275 Jackson Street, Bastrop, TX, 78602","275 Jackson Street","Bastrop","TX","78602","ready",""
"160","6bf9b42e-a820-46ab-9868-e6b4aaeba1e5","draft","Community Health Centers of South Central Texas (CHCSCT)","Family Health Center at Elgin","711 W 10th St., Elgin, TX, 78621","711 W 10th St.","Elgin","TX","78621","ready",""
"161","6253cf05-e248-48ee-a471-1bb5a6861985","draft","Lone Star Circle of Care (LSCC)","Lone Star Circle of Care at Bastrop","605 Old Austin Hwy, Bastrop, TX, 78602","605 Old Austin Hwy","Bastrop","TX","78602","ready",""
"162","3523d021-4843-43b1-9af2-70b583c9183c","draft","CommUnityCare Health Centers","CommUnityCare OB/GYN Clinic: Bastrop","301 Hwy 71 W, Suite 111, Bastrop, TX, 78602","301 Hwy 71 W","Bastrop","TX","78602","ready",""
"163","9409990b-0eb4-4a63-9cba-995ca29708de","draft","Bastrop County Government","Bastrop County Public Health Department","104 Loop 150, Grady Tuck Building, Bastrop, TX, 78602","104 Loop 150","Bastrop","TX","78602","ready",""
"164","a43b6184-e8d0-4794-bebe-82bd37dd0fa2","draft","Bluebonnet Trails Community Services","Behavioral health, disability, and crisis support — Bastrop","275 Jackson St., Bastrop, TX, 78602","275 Jackson St.","Bastrop","TX","78602","ready",""
"165","e9611291-d315-49fc-843b-0103baba142d","draft","Smithville Community Clinic (organización sin fines de lucro independiente)","Smithville Community Clinic","808 SE Martin Luther King Drive, Smithville, TX, 78957","808 SE Martin Luther King Drive","Smithville","TX","78957","ready",""
"166","2c2224ee-ec1e-47d2-9311-adcb6192a511","published","Bastrop County Indigent Health Care","Health Care Assistance for Low-Income Residents","104 Loop 150 W, Bastrop, TX, 78602","104 Loop 150 W","Bastrop","TX","78602","ready",""
"167","e94bbd4a-e8ca-406f-a834-6b08f913bd15","draft","Capital Area Rural Transportation System (CARTS)","CARTS Country Bus — Bastrop County","Estación Bastrop: 310 Hospital Dr, Bastrop, TX, 78602","Estación Bastrop: 310 Hospital Dr","Bastrop","TX","78602","ready",""
"168","3a9d1256-af01-4769-bb61-8cf9b7d3e945","draft","Community Action, Inc. of Central Texas","Community Action Inc. Adult Education (Bastrop)","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","ready",""
"169","03c59176-049c-4c8b-b88e-2183737b12bb","draft","Cen-Tex Family Services, Inc.","Hearts of Texas Head Start","2402 Main St, Bastrop, TX, 78602","2402 Main St","Bastrop","TX","78602","ready",""
"170","9843a2f6-f872-4047-99ed-1abfafa60f61","draft","Bastrop Independent School District (BISD)","BISD Family Resource & Health Center (Evening GED/ESL)","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","ready",""
"171","fd2760f6-81c5-4dd7-8729-ebd0de85a85b","draft","Bastrop Independent School District (BISD)","BISD McKinney-Vento Homeless Liaison Services","1602 Hill Street, Bastrop, TX, 78602","1602 Hill Street","Bastrop","TX","78602","ready",""
"172","4e3b8aac-bd20-4b21-a6b2-38f5752b273b","draft","City of Bastrop","Bastrop Public Library","1100 Church Street, Bastrop, TX, 78602","1100 Church Street","Bastrop","TX","78602","ready",""
"173","74cee507-34e1-4d84-b6ef-35ad50f35bb3","draft","City of Smithville","Smithville Public Library","507 Main St, Smithville, TX, 78957","507 Main St","Smithville","TX","78957","ready",""
"174","818ec584-39cb-4f83-b5f2-5a5f4a0bf502","draft","City of Elgin","Elgin Public Library","404 N. Main Street, Elgin, TX, 78621","404 N. Main Street","Elgin","TX","78621","ready",""
"175","b46e9732-0eb7-48e0-89d7-ee8979869c2b","draft","Austin Community College District (ACC)","Austin Community College — Elgin Campus","1501 W. US Highway 290, Elgin, TX, 78621","1501 W. US Highway 290","Elgin","TX","78621","ready",""
"176","96f1bed9-7531-411e-99b6-f15a7e030f85","draft","Bastrop County Emergency Food Pantry","Emergency rent and utility assistance","1201 Pine St, Bastrop, TX, 78602","1201 Pine St","Bastrop","TX","78602","ready",""
"177","8476d6ef-9633-47b5-83d4-c89dc775b030","draft","Texas Health and Human Services Commission (HHSC)","Texas HHSC Benefits Office — Bastrop","3809 Loop 150 E, Bastrop, TX, 78602","3809 Loop 150 E","Bastrop","TX","78602","ready",""
"178","5bc08239-2d68-424b-9b6c-0b28f1b16c54","draft","Texas Health and Human Services Commission (HHSC)","Texas HHSC Benefits Office — Elgin","218 S Main St, Elgin, TX, 78621","218 S Main St","Elgin","TX","78621","ready",""
"179","ffc5a197-bdbc-49f6-a8b0-e2fc6d20e3f2","draft","Workforce Solutions Rural Capital Area","Employment and job training — Bastrop office","53 Loop 150 West, Bastrop, TX, 78602","53 Loop 150 West","Bastrop","TX","78602","ready",""
"180","7e3edaac-9562-4dc5-b884-d09b5b907cd7","draft","Texas RioGrande Legal Aid, Inc.","Texas RioGrande Legal Aid (TRLA)","4920 North I-35, Austin, TX, 78751","4920 North I-35","Austin","TX","78751","ready",""
"181","dc30539b-1f5e-4176-ae79-2d9aa4d53b74","draft","Bastrop County Government","Bastrop County Justice of the Peace Pct. 1 Self-Help","804 Pecan Street, Bastrop, TX, 78602","804 Pecan Street","Bastrop","TX","78602","ready",""
"182","d3706107-6b76-406a-8ebf-20fb3c8f2332","draft","Bastrop County Government","Bastrop County Veteran Services Office","104 Loop 150, Bastrop, TX, 78602","104 Loop 150","Bastrop","TX","78602","ready",""
"183","4557e75b-5cef-4723-99d9-6b262d4c5e3c","draft","Ciudad de Elgin, Parques y Recreación","Elgin Senior Activities","361 N. Hwy 95, Elgin, TX","361 N. Hwy 95","Elgin","TX","","ready",""
"184","ce3088ec-323f-4d85-90d5-d5736318d5c7","draft","Ladies of Charity of Bastrop / Ascension Catholic Church","Utility bill assistance","804 Pine Street, Bastrop, TX, 78602","804 Pine Street","Bastrop","TX","78602","ready",""
"185","407e8035-bc4d-4b93-a206-d5f028acd038","draft","Born Again Emporium","Thrift Store & Community Support","1642 NE Loop 230, Smithville, TX, 78957","1642 NE Loop 230","Smithville","TX","78957","ready",""
"186","2a3cb8bc-969e-4e58-aef3-e09ae04792f0","draft","Bastrop County Cares","Health & Community Support Navigation","806 Water St., Bastrop, TX, 78602","806 Water St.","Bastrop","TX","78602","ready",""
"187","1ca04324-ee01-49f7-88a0-f7a473eedba6","draft","Circle of Hope Community Center","Food Pantry & Family Support","2900 West Pecan Street, Pflugerville, TX, 78660","2900 West Pecan Street","Pflugerville","TX","78660","ready",""
"188","79c126f2-d23e-41f0-8191-fe66e7cb3919","published","Travis County Health and Human Services","Travis County Community Center — Pflugerville","15822 Foothill Farms Loop, Pflugerville, TX, 78660","15822 Foothill Farms Loop","Pflugerville","TX","78660","ready",""
"189","744a034c-13a9-4e65-bb4c-aaaab73576d2","published","CommUnityCare Health Centers","Medical, Dental & Mental Health Care for Families","2700 W. Pecan St., Suite #450, Pflugerville, TX, 78660","2700 W. Pecan St.","Pflugerville","TX","78660","ready",""
"190","ad27eff6-8e16-4be4-be97-0e88058b8bd2","published","Pflugerville Independent School District (PfISD) – Social Work","Family Connection to Community Resources","1401 W. Pecan St., Pflugerville, TX, 78660","1401 W. Pecan St.","Pflugerville","TX","78660","ready",""
"191","248e6c14-214d-430b-bb84-6201ef75c1a2","published","Pflugerville Public Library","Job Search Assistance","1008 W. Pfluger St., Pflugerville, TX, 78660","1008 W. Pfluger St.","Pflugerville","TX","78660","ready",""
"192","4075ac63-2b76-4020-8dfe-ea07a761d25d","published","Pflugerville Parks & Recreation —  City of Pflugerville","Senior Programs","400 Immanuel Road, Pflugerville, TX, 78660","400 Immanuel Road","Pflugerville","TX","78660","ready",""
"193","73b799fb-891b-4ed6-9218-3e4509ab8b1f","published","Travis County Health and Human Services","Travis County Community Center — Manor","600 W Carrie Manor St, Manor, TX, 78653","600 W Carrie Manor St","Manor","TX","78653","ready",""
"194","12a4ba93-0bd7-4476-9e57-f59b35c75af9","published","Travis County Health and Human Services","Travis County Community Center — Del Valle","3518 FM 973, Del Valle, TX, 78617","3518 FM 973","Del Valle","TX","78617","ready",""
"195","48337b98-9b16-46f6-8513-37dafae976af","published","CommUnityCare Health Centers","Comprehensive Health Care for Families in Del Valle","7050 Elroy Rd., Del Valle, TX, 78617","7050 Elroy Rd.","Del Valle","TX","78617","ready",""
"196","bd430b02-3cb1-4861-9966-59e1b20535ce","published","People's Community Clinic / Integral Care","Medical & Mental Health Care for Manor ISD Students","10323 US Hwy 290 E, Bldg 35 (detrás de Manor New Tech), Manor, TX, 78653","10323 US Hwy 290 E","Manor","TX","78653","ready",""
"197","0c68b06e-cf10-40f1-bde2-00fc2e9d7a9a","published","East Travis Gateway Library District (ETGLD)","Garfield Library – Internet, Technology & Educational Resources","5121 Albert Brown Dr, Del Valle, TX, 78617","5121 Albert Brown Dr","Del Valle","TX","78617","ready",""
"198","eed8e03b-41f3-4f79-97af-9221116028b2","published","Lake Travis Crisis Ministries","Food Pantry & Emergency Financial Assistance","1304 Ranch Road 620 North, Suite 100, Lakeway, TX, 78734","1304 Ranch Road 620 North","Lakeway","TX","78734","ready",""
"199","79e6b782-1b4d-462f-b7cb-edbcc1970d4e","published","Travis County Health and Human Services","Travis County Community Center — Jonestown (North West Rural)","18649 FM 1431, Suite 6A, Jonestown, TX, 78645","18649 FM 1431","Jonestown","TX","78645","ready",""
"200","4838708e-aef3-4267-88dc-0d6b857377cd","published","Hill Country Community Ministries (HCCM)","Food pantry and Resource Center","1005 Lacy Drive, Leander, TX, 78641","1005 Lacy Drive","Leander","TX","78641","ready",""
"201","8e441103-0f9f-4e9f-98c7-48abc40c829e","published","City of Lakeway – Lakeway Activity Center","Community Spanish Classes","105 Cross Creek, Lakeway, TX, 78734","105 Cross Creek","Lakeway","TX","78734","ready",""
"202","85db4da9-40aa-4d3f-8d8e-47ee12f6b470","published","Lake Travis Community Library","Senior Services","1938 Lohmans Crossing Rd, Lakeway, TX, 78734","1938 Lohmans Crossing Rd","Lakeway","TX","78734","ready",""
"203","971d1abd-c963-42f0-836f-75b7b05426d5","published","Manchaca United Methodist Church","Food Pantry","1011 FM 1626, Manchaca, TX, 78652","1011 FM 1626","Manchaca","TX","78652","ready",""
"204","28518a19-636e-4203-ad56-71df016c78ae","published","City of Creedmoor / Central Texas Food Bank","Mobile Market & Food Distribution","12511 FM 1625, Creedmoor, TX, 78610","12511 FM 1625","Creedmoor","TX","78610","ready",""
"205","781f32b5-d6f0-49d3-b98f-1fad59122c64","published","Creedmoor Elementary – Feeding Futures School Pantry","Creedmoor Elementary Mobile Food Pantry","5604 FM 1327, Creedmoor, TX, 78610","5604 FM 1327","Creedmoor","TX","78610","ready",""
"206","a600ca1d-45fc-408e-bdc8-b10e2efa2886","published","Elgin Community Cupboard","Food Pantry","303 Ave C, Elgin, TX, 78621","303 Ave C","Elgin","TX","78621","ready",""
"207","50591043-0e94-47bb-8e30-7a9dd272465a","published","Elgin Independent School District (Elgin ISD)","Families in Transition","902 West 2nd Street, Portable P3/34/505, Elgin Intermediate School, Elgin, TX, 78621","902 West 2nd Street","Elgin","TX","78621","ready",""
"208","ae2c7616-75fd-4dfc-ae89-889775d93abb","published","Westbank Community Library District","Free Library Programs and Community Resources","1309 Westbank Dr, Austin, TX, 78746","1309 Westbank Dr","Austin","TX","78746","ready",""
"209","2d7f18e8-ef1a-47cf-8a96-922e50e222ad","published","Travis County Law Library & Self-Help Center","Legal Forms and Self-Help for Representing Yourself in Court","1700 Guadalupe St., 2do piso, Austin, TX, 78701","1700 Guadalupe St.","Austin","TX","78701","ready",""
"210","5c98eae9-8418-4a9b-bfc2-342ec9ede2b5","published","The SAFE Alliance","Free Support and Services for Survivors of Violence and Abuse","4800 Manor Rd., Building A, Austin, TX, 78723","4800 Manor Rd.","Austin","TX","78723","ready",""
"211","b3cfcb36-4f77-44d5-978c-d66c763d429a","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 990 Manor/Elgin Express","Bus Service from Manor to Austin","101 W Carrie Manor St., Manor, TX, 78653","101 W Carrie Manor St.","Manor","TX","78653","ready",""
"212","edc2a6d0-c693-4b83-9d1e-a1e4c1e4bc6a","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 214","Bus Service from Lago Vista & Jonestown to Lakeline Station","Dawn Dr. & Thunderbird St., Lago Vista, TX, 78645","Dawn Dr. & Thunderbird St.","Lago Vista","TX","78645","ready",""
"213","b6a07b03-37a7-4665-8566-f13df34ef906","published","Housing Authority of Travis County (HATC)","Affordable Housing & Rental Assistance","502 E Highland Mall Blvd, Suite 106-B, Austin, TX, 78752","502 E Highland Mall Blvd, Suite 106-B","Austin","TX","78752","ready",""
"214","8c822dd0-4914-4a7e-8475-8686386d295f","published","Texas Housing Foundation – Pflugerville Meadows","Affordable Rental Apartments in Pflugerville","201 Meadow Lane, Pflugerville, TX, 78660","201 Meadow Lane","Pflugerville","TX","78660","ready",""
"215","60024568-c352-4d9a-88e2-a3eaf3688385","published","Travis County Health and Human Services – Home Weatherization Services","Free Home Energy Efficiency Improvements","5325 Airport Blvd., Austin, TX, 78751","5325 Airport Blvd.","Austin","TX","78751","ready",""
"216","957a2be5-c531-4835-8857-3d5f695abe58","published","First Baptist Church Pflugerville","Free Community Food Pantry","903 Pfluger Street, Pflugerville, TX, 78660","903 Pfluger Street","Pflugerville","TX","78660","ready",""
"217","5af011fa-ae44-4b4c-a6f3-ee621c1067f5","published","First United Methodist Church of Pflugerville","Free Food Pantry & Clothing Assistance","500 E. Pecan St., Pflugerville, TX, 78660","500 E. Pecan St.","Pflugerville","TX","78660","ready",""
"218","ada9dadc-4ec8-4907-a707-d4007f35690f","published","Sacred Heart Catholic Church – St. Vincent de Paul","Food pantry and basic-needs assistance","302 West 11th Street, Elgin, TX, 78621","302 West 11th Street","Elgin","TX","78621","ready",""
"219","539a447e-0cf8-4ca3-bbcf-aaa795dc39c5","published","Haynie Chapel United Methodist Church","Food Pantry for Families in Del Valle","16309 Greenwood Dr, Del Valle, TX, 78617","16309 Greenwood Dr","Del Valle","TX","78617","ready",""
"220","f7b86ed1-1722-4b5c-8db8-668d70f39b7d","published","Rolling Hills Community Church","Free Food Pantry for Families","6201 Lohman Ford Rd, Lago Vista, TX, 78645","6201 Lohman Ford Rd","Lago Vista","TX","78645","ready",""
"221","de405ed2-13a0-4e12-8469-202bb65a6e6b","draft","First Presbyterian Church of Georgetown","Food pantry","703 South Church St. (enter white door), TX","703 South Church St.","","TX","","needs_review","insufficient_address_components"
"222","ad347649-b2e8-49c7-a878-ee5b77361fd6","draft","The Salvation Army","Food pantry","601 W. Louis Henna Blvd. Round Rock, TX 78664, TX, 78664","601 W. Louis Henna Blvd.","Round Rock","TX","78664","ready",""
"223","2aece945-b84e-43b7-bac8-24b02591d4e8","draft","Foundation Communities - Lakeline Station","Food pantry","13635 Rutledge Spur, Austin, TX, TX","13635 Rutledge Spur","Austin","TX","","ready",""
"224","09b70bc8-2b35-4b78-a14a-bb542429f16e","draft","Zion Chapel Missionary Baptist Church","Food pantry","612 MLK Jr. Blvd. Taylor, TX 76574, TX, 76574","612 MLK Jr. Blvd.","Taylor","TX","76574","ready",""
"225","5a55abad-00b5-43cd-945b-10635c0ce4e5","draft","Foundation Communities - Vintage Creek","Food pantry","7224 Northeast Dr. Austin, TX 78723, TX, 78723","7224 Northeast Dr.","Austin","TX","78723","ready",""
"226","e38a3530-8fad-48de-b48a-2bbb28841acc","draft","Foundation Communities - M Station","Food pantry","2918 E Martin Luther King Jr. Blvd Austin, TX 78722, TX, 78722","2918 E Martin Luther King Jr. Blvd","Austin","TX","78722","ready",""
"227","9a2b31f5-34bb-4c7d-bcd3-e35c7630400d","draft","Mision Cristiana","Food pantry","6117 W Hwy 290 Austin, TX 78749, TX, 78749","6117 W Hwy 290","Austin","TX","78749","ready",""
"228","9453be7c-8e5c-4b14-8eb7-f6b0e768f622","draft","First United Methodist Church - Paula's Food Pantry and Clothes Closet","Food pantry","500 Pecan St. East, Pflugerville, TX","500 Pecan St. East, Pflugerville","","TX","","needs_review","insufficient_address_components"
"229","50b24b7d-a6fc-4cd4-8b6b-a640bbcca1cc","draft","Travis Co. Jonestown Community Center","Food pantry","18649 FM 1631 Jonestown, TX 78645, TX, 78645","18649 FM 1631","Jonestown","TX","78645","ready",""
"230","1a27a3fe-76fa-4f3f-b284-1e2c86693ffc","draft","Bastrop Emergency Food Pantry and Support Center Inc.","Food pantry","806 Fayette St. Bastrop, TX 78602, TX, 78602","806 Fayette St.","Bastrop","TX","78602","ready",""
"231","52d5b5c6-2ed5-4398-a480-af31028de87c","draft","Ridgeway Baptist Church","Food pantry","159 Ridgeway Cemetray Rd. Paige, TX 78659, TX, 78659","159 Ridgeway Cemetray Rd.","Paige","TX","78659","ready",""
"232","68822793-b0a7-4c07-a7a9-8bbaa398b0e8","draft","Grace Baptist Church of Red Rock","Food pantry","115 Sorrell, Red Rock, TX 78662, Red Rock, TX, 78662","115 Sorrell, Red Rock, TX 78662","Red Rock","TX","78662","ready",""
"233","52eaa45a-a64d-43f5-980b-ea7cd88044cb","draft","Apostolic Christian Church of Bastrop","Food pantry","1033 Hwy 71 W, Bastrop, TX 78602, Bastrop, TX, 78602","1033 Hwy 71 W, Bastrop, TX 78602","Bastrop","TX","78602","ready",""
"234","104861dd-ebbc-4c0a-9aa9-68ec2b0cb772","draft","Open Door Soup Kitchen: In The Streets - Hands Up High (ITS HUH)","Open Door soup kitchen","987 N SH 95 Bastrop, TX 78602, TX, 78602","987 N SH 95","Bastrop","TX","78602","ready",""
"235","c312730e-a013-41e6-b4f5-2077fa524a70","draft","Schulenberg Area Food Pantry","Food pantry","304 East Ave. Schulenberg, TX, TX","304 East Ave. Schulenberg, TX","","TX","","needs_review","insufficient_address_components"
"236","a2dbb0c5-89a4-4127-a6c4-3e68a03231ea","draft","Gonzales Christian Assistance Ministry","Food and basic-needs assistance","708 St. Louis Street, Gonzales, TX, 78629","708 St. Louis Street","Gonzales","TX","78629","ready",""
"237","694e5f8c-3024-43b7-a0d7-0690f5209dce","draft","Helping Center of Marble Falls","Food pantry","1016 Broadway, Marble Falls, TX 78654, Marble Falls, TX, 78654","1016 Broadway, Marble Falls, TX 78654","Marble Falls","TX","78654","ready",""
"238","97c3289a-20eb-4581-a420-48e93c3c5dc0","draft","Senior Sitters, LLC","Memory care","13740 Research Blvd. Ste M7, Austin, TX, 78750","13740 Research Blvd. Ste M7","Austin","TX","78750","ready",""
"239","fb064d44-73e3-40c1-87d3-12ae0b1238d7","draft","GoodWill Industries of CT : Round Rock Job Center","Employment and job training","150 West Palm Valley Blvd. Round Rock, TX 78664, TX, 78664","150 West Palm Valley Blvd.","Round Rock","TX","78664","ready",""
"240","f3f89cbe-af38-4486-872f-6ece9eab830e","draft","The Kind Clinic","Sexual health and inclusive care","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas), TX","Operates clinics in 4 locations (Austin South, Austin Koenig, San Antonio, dallas)","","TX","","unresolved","variable_or_non_specific_location"
"241","298c7ffb-5919-463f-b700-3e02e2766ed9","draft","Furrbaby food pantry","Pet food and supplies","1603 Northwest Blvd. Georgetown, TX 78628, TX, 78628","1603 Northwest Blvd.","Georgetown","TX","78628","ready",""
"242","463348b0-7ad0-4b4e-abe3-d9ab5afe50c5","draft","Austin Humane Society","Pet food and rehoming support","124 Anderson Ln. Austin, TX 78752, TX, 78752","124 Anderson Ln.","Austin","TX","78752","ready",""
"243","b05780d3-c0f8-453c-b665-6a0676fe2f71","draft","GoodWill Industries: Bastrop Job Help Center","Employment and job training","57 Loop 150 West Bastrop, TX 78602, TX, 78602","57 Loop 150 West","Bastrop","TX","78602","ready",""
