"resource_id","status","organization_name","title_en","stored_address","verification_url","official_evidence","census_status","census_match_type","census_address","nominatim_candidates","compatible_nominatim_candidates","classification","selected_provider","selected_latitude","selected_longitude","rationale"
"97c3289a-20eb-4581-a420-48e93c3c5dc0","draft","Senior Sitters, LLC","Memory care","13740 Research Blvd. Ste M7, Austin, TX, 78750","https://www.seniorsittersusa.com/","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"fb064d44-73e3-40c1-87d3-12ae0b1238d7","draft","GoodWill Industries of CT : Round Rock Job Center","Employment and job training","150 West Palm Valley Blvd. Round Rock, TX 78664, TX, 78664","https://www.goodwillcentraltexas.org/programs-and-services/find-a-job/how-to-enroll/","partial","Match","Non_Exact","150 PALM VALLEY BLVD, ROUND ROCK, TX, 78664","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"298c7ffb-5919-463f-b700-3e02e2766ed9","draft","Furrbaby food pantry","Pet food and supplies","1603 Northwest Blvd. Georgetown, TX 78628, TX, 78628","https://www.furrbabyfoodpantry.org/","partial","No_Match","","","2","2","manual_review","","","","official_page_did_not_expose_complete_address"
"463348b0-7ad0-4b4e-abe3-d9ab5afe50c5","draft","Austin Humane Society","Pet food and rehoming support","124 Anderson Ln. Austin, TX 78752, TX, 78752","https://austinhumanesociety.org/","partial","Tie","","","3","2","manual_review","","","","official_page_did_not_expose_complete_address"
"b05780d3-c0f8-453c-b665-6a0676fe2f71","draft","GoodWill Industries: Bastrop Job Help Center","Employment and job training","57 Loop 150 West Bastrop, TX 78602, TX, 78602","https://www.goodwillcentraltexas.org/locations/","partial","Match","Non_Exact","57 LOOP 150, BASTROP, TX, 78602","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"49e20288-0419-4c47-9c8f-f063aafd4a6b","draft","In the Streets Hands Up High","Meals, pantry, and shelter","987 N SH 95 Bastrop, TX 78602, TX, 78602","https://www.itshuh.org/","partial","Tie","","","1","0","manual_review","","","","official_page_did_not_expose_complete_address"
"29117cb0-2d56-4dc2-9abd-dbe455dcf335","draft","LaGrange VA Clinic","Primary care and telehealth for Veterans","2 Saint Marks Place, LaGrange, TX, 78945","https://marketplace.va.gov/facilities/lagrange","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"9b69d51f-cb43-4c93-ba58-19dafd8f7eea","draft","Community Resource Center","Comprehensive resource navigation","1016 Broadway Marble Falls, TX 78654, TX, 78654","https://crctx.org/","partial","Match","Non_Exact","1016 BROADWAY ST, MARBLE FALLS, TX, 78654","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"1a7bba8e-a7d0-4d7a-be2c-0bc5e7646c79","draft","Christian Women's Job Corp of Highland Lakes (CWJCHL)","Job and life-skills training for women","218 E. Jackson, Burnet, TX 78611, Burnet, TX, 78611","https://www.cwjchl.org/","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"4d1f40fa-609d-4b0a-adc5-f718f1c0671c","draft","Travis County Family Support Services (Palm Square Office)","Emergency financial assistance","100 N IH 35, Ste 2000 Austin, TX 78701, TX, 78701","https://www.traviscountytx.gov/health-human-services/divisions/family-support-services","partial","Match","Non_Exact","100 I- 35 SVC RD N, AUSTIN, TX, 78701","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"f98be83d-1a62-46c2-bff5-5186baf6bb33","draft","Texas Rio Grande Legal Aid","Civil legal assistance","4920 North I-35, Austin, TX 78751, Austin, TX, 78751","https://www.trla.org/","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
