"lookup_id","resource_id","slug","status","organization_name","title_en","original_address","query_street","query_city","query_state","query_zip","provider","lookup_date","census_status","match_type","matched_address","latitude","longitude","classification","reasons"
"70","283c04bd-73bd-4dad-8644-0d6c05e47886","green-doors-green-doors","published","Green Doors","Affordable & Supportive Housing","1503 S. I-35 Frontage Rd, Austin, TX, 78741","1503 S. I-35 Frontage Rd","Austin","TX","78741","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1503 S I- 35 SVC RD, AUSTIN, TX, 78741","30.24322360008","-97.735047607669","needs_review","non_exact_match"
"71","a13989cb-a3d6-42da-bf51-264ecc328b84","guadalupe-neighborhood-development-corporation-guadalupe-neighborhood-development-corporation","published","Guadalupe Neighborhood Development Corporation","Affordable rental and homeownership options","813 E. 8th Street, Austin, TX, 78702","813 E. 8th Street","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","813 E 8TH ST, AUSTIN, TX, 78702","30.267408392177","-97.733398227215","exact",""
"72","c95962a4-2670-4382-809b-433c69bd0c27","mueller-affordable-homes-mueller-affordable-homes","published","Mueller Affordable Homes","Affordable homeownership and rentals in Mueller","4550 Mueller Blvd., Austin, TX, 78723","4550 Mueller Blvd.","Austin","TX","78723","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4550 MUELLER BLVD, AUSTIN, TX, 78723","30.297524012531","-97.707118794819","exact",""
"73","454c78f4-22eb-4e3e-afb1-27d2b6b32cac","austin-resource-center-for-the-homeless-arch-austin-resource-center-for-the-homeless-arch","published","Austin Resource Center for the Homeless (ARCH)","Emergency Shelter & Homeless Services","500 E 7th Street, Austin, TX, 78701","500 E 7th Street","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","500 W 7TH ST, AUSTIN, TX, 78701","30.270325892098","-97.747043829002","needs_review","non_exact_match"
"74","b11604b0-5d1a-4d0e-9c59-58397e6b02d6","casa-marianella-casa-marianella","published","Casa Marianella","Refugio y Apoyo para Inmigrantes y Solicitantes de Asilo","821 Gunter Street, Austin, TX, 78702","821 Gunter Street","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","821 GUNTER ST, AUSTIN, TX, 78702","30.259361030684","-97.701511530882","exact",""
"75","9e6e2426-ca9f-49cf-974d-36834eccde34","city-of-austin-cold-weather-shelter","published","City of Austin","Cold Weather Shelter","505 Barton Springs Rd., Austin, TX, 78704","505 Barton Springs Rd.","Austin","TX","78704","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","505 BARTON SPRINGS RD, AUSTIN, TX, 78704","30.258445516251","-97.749273200861","exact",""
"76","148cb73a-4dc6-4b43-8515-1a59f006e203","downtown-austin-community-court-dacc-downtown-austin-community-court-dacc","published","Downtown Austin Community Court (DACC)","Community Court & Homeless Services","505 Barton Springs Road, First Floor, Austin, TX, 78704","505 Barton Springs Road","Austin","TX","78704","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","505 BARTON SPRINGS RD, AUSTIN, TX, 78704","30.258445516251","-97.749273200861","exact",""
"77","7ad531f3-582b-45d5-b9c7-c4edf164e26b","safe-alliance-safe-alliance","published","The SAFE Alliance (SAFE)","Domestic Violence & Sexual Assault","4800 Manor Rd., Building A, Austin, TX, 78723","4800 Manor Rd.","Austin","TX","78723","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4800 MANOR RD, AUSTIN, TX, 78723","30.295253553201","-97.688969858832","exact",""
"78","5fcf4ba4-34cd-4e80-90e4-db0069526974","the-salvation-army-shelter-for-women-and-children-the-salvation-army-shelter-for-women-and-children","published","The Salvation Army","Emergency Shelter for Women & Children","4613 Tannehill Lane, Building 3, Austin, TX, 78721","4613 Tannehill Lane","Austin","TX","78721","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4613 TANNEHILL LN, AUSTIN, TX, 78721","30.283868510119","-97.671640940227","exact",""
"79","78d81c43-ba39-444d-b04c-3075252a64f9","the-salvation-army-rathgeber-center-for-families-the-salvation-army-rathgeber-center-for-families","published","The Salvation Army - Rathgeber Center for Families","Emergency Family Shelter & Housing Support","4613 Tannehill Ln, Bldg 1, Austin, TX, 78721","4613 Tannehill Ln","Austin","TX","78721","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4613 TANNEHILL LN, AUSTIN, TX, 78721","30.283868510119","-97.671640940227","exact",""
"80","d8a0d9f5-ca03-4a94-bf7a-a0d4f5d37669","angel-house-austin-baptist-chapel-angel-house-austin-baptist-chapel","published","Angel House/ Austin Baptist Chapel","Hot meals and showers","908 E Cesar Chavez St, Austin, TX, 78702","908 E Cesar Chavez St","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","908 E CESAR CHAVEZ ST, AUSTIN, TX, 78702","30.260916608742","-97.735384901884","exact",""
"81","9fb125d7-eee4-41ed-bb48-adfcf413ff6b","caritas-of-austin-caritas-of-austin","published","Caritas of Austin","Food and basic-needs assistance","611 Neches St., Austin, TX, 78701","611 Neches St.","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","611 NECHES ST, AUSTIN, TX, 78701","30.266899108638","-97.738133883428","exact",""
"82","f75751d5-0532-460c-9db1-e97ceba68cab","faith-presbyterian-church-faith-presbyterian-church","published","Austin City Lutherans & Faith Presbyterian Church","Despensa de Alimentos Pan para Todos","1314 E Oltorf St, Austin, TX, 78704","1314 E Oltorf St","Austin","TX","78704","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1314 E OLTORF ST, AUSTIN, TX, 78704","30.234529768316","-97.743371852527","exact",""
"83","b6ddcd4a-db8d-4c8e-aa55-c3e4d34d9f4b","greater-mt-zion-church-greater-mt-zion-church-2","published","Greater Mt. Zion Church","Food Pantry","4301 Tannehill Lane, Austin, TX, 78721","4301 Tannehill Lane","Austin","TX","78721","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4301 TANNEHILL LN, AUSTIN, TX, 78721","30.28137799203","-97.672552350731","exact",""
"84","cb535f66-7a0d-4881-a5af-87e976717ae0","st-vincent-de-paul-food-pantry-st-vincent-de-paul-food-pantry","published","Society of St. Vincent de Paul Diocesan Council of Austin","St. Vincent de Paul Food Pantry","901 W. Braker Lane, Austin, TX, 78758","901 W. Braker Lane","Austin","TX","78758","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","901 W BRAKER LN, AUSTIN, TX, 78758","30.381960004297","-97.686593590168","exact",""
"85","fd841f57-2c4a-4141-acc0-71b0c09c2f60","university-baptist-church-university-baptist-church","published","University Baptist Church (UBC)","Comida Comunitaria Gratuita","2409 Guadalupe St., Austin, TX, 78705","2409 Guadalupe St.","Austin","TX","78705","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2409 GUADALUPE ST, AUSTIN, TX, 78705","30.287850560574","-97.741471735453","exact",""
"86","bf5c41af-a94a-4b0f-be55-3a8c0bded946","ashwell-sexual-health-and-wellness-clinic-ashwell-sexual-health-and-wellness-clinic","published","Ashwell Sexual Health and Wellness Clinic","Sexual health and wellness care","3100 Red River Suite 3, Austin, TX, 78705","3100 Red River Suite 3","Austin","TX","78705","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","3100 RED RIVER ST, AUSTIN, TX, 78705","30.29037526522","-97.727288368731","needs_review","non_exact_match"
"87","986bbf8f-0c0a-4b57-a0d1-ab8d9fb7fe9f","kind-dental-care-kind-dental-care","published","Kind Dental Care","Dental care savings plan","10700 Anderson Mill Rd #300, Austin, TX, 78750","10700 Anderson Mill Rd #300","Austin","TX","78750","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","10700 ANDERSON MILL RD, AUSTIN, TX, 78750","30.446953047535","-97.811995808788","exact",""
"88","c61cce1e-249c-476b-b865-15db97834851","society-of-st-vincent-de-paul-svdp-pharmacy-program","published","Society of St. Vincent de Paul","SVdP Pharmacy Program","901 W. Braker Lane, Austin, TX, 78758","901 W. Braker Lane","Austin","TX","78758","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","901 W BRAKER LN, AUSTIN, TX, 78758","30.381960004297","-97.686593590168","exact",""
"89","5f2c362a-438a-4f1a-9a7e-f5d76a092c3b","the-goodwill-career-and-technical-academy-the-goodwill-career-and-technical-academy","published","The Goodwill Career and Technical Academy","Technical education and career training","1015 Norwood Park Boulevard, Austin, TX, 78753","1015 Norwood Park Boulevard","Austin","TX","78753","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1015 NORWOOD PARK BLVD, AUSTIN, TX, 78753","30.339170351618","-97.692986090291","exact",""
"90","e0d9758c-a1a5-40d4-8cef-a4fe70121dec","trinity-center-trinity-center","published","Trinity Center","Day center for people experiencing homelessness","304 E. 7th St, Austin, TX, 78701","304 E. 7th St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","304 E 7TH ST, AUSTIN, TX, 78701","30.268326453613","-97.73991485344","exact",""
"91","8d7f538b-020c-4470-9a49-4850aca6497a","terapia-bilingue-individual-y-familiar-austin-bilingual-therapy","published","Austin Bilingual Therapy","Bilingual individual and family therapy","8700 Menchaca Rd, Suite 205, Austin, TX, 78748","8700 Menchaca Rd","Austin","TX","78748","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","8700 MANCHACA RD, AUSTIN, TX, 78748","30.185401547547","-97.816714998975","needs_review","non_exact_match"
"92","48138c8c-4ea6-473a-b0c0-ea9df8476bef","apoyo-de-salud-mental-para-jovenes-lgbtqia-y-familias-outyouth","published","OutYouth","Mental health support for LGBTQIA+ youth and families","3007 N Lamar Blvd, Austin, TX, 78705","3007 N Lamar Blvd","Austin","TX","78705","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","3007 N LAMAR BLVD, AUSTIN, TX, 78705","30.299539990354","-97.74655989559","exact",""
"93","246c88c0-398e-42e8-9194-b491c26bcaf3","atencion-medica-gratuita-para-ninos-sin-seguro-lirios-pediatrics","published","Lirios Pediatrics","Free health care for uninsured children","4201 S Congress Ave, Suite 202, Austin, TX, 78745","4201 S Congress Ave","Austin","TX","78745","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","4201 CONGRESS AVE S, AUSTIN, TX, 78745","30.221245548362","-97.764854785415","needs_review","non_exact_match"
"94","cbf5824e-7e4a-4970-b6df-a52600064887","atencion-medica-para-residentes-sin-seguro-volunteer-healthcare-clinic","published","Volunteer Healthcare Clinic","Health care for uninsured residents","4215 Medical Pkwy, Austin, TX, 78756","4215 Medical Pkwy","Austin","TX","78756","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","4215 MEDICAL PKWY, AUSTIN, TX, 78756","30.31155349063","-97.742443922372","exact",""
"95","9b5c158e-7afa-4803-b3d2-5a381824ccd9","city-of-austin-vital-statistics","published","City of Austin – Austin Public Health","City of Austin – Office of Vital Records","7201 Levander Loop Bldg. C, Austin, TX, 78702","7201 Levander Loop Bldg. C","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"96","0edcce44-82b9-48aa-af70-cdbb3481fb9c","travis-central-appraisal-district-tcad","draft","Travis Central Appraisal District (TCAD)","Property appraisal and tax exemptions","850 East Anderson Lane, Austin, TX, 78752","850 East Anderson Lane","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","850 E ANDERSON LN SVC RD, AUSTIN, TX, 78752","30.338393069397","-97.69803878022","needs_review","non_exact_match"
"97","bb315bb3-7fb2-4348-b299-449331255bd4","travis-county-clerk-s-office-recording-division","draft","Travis County Clerk's Office","Recording Division","5501 Airport Blvd, Ste. 100B, Austin, TX, 78751","5501 Airport Blvd","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5501 AIRPORT BLVD, AUSTIN, TX, 78751","30.318769733594","-97.712697851496","exact",""
"98","b70cbbba-4659-4657-b50e-7d2db25a1388","travis-county-clerk-s-office-probate-division","draft","Travis County Clerk's Office","Probate Division","200 W 8th St, #140, Austin, TX, 78701","200 W 8th St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","200 W 8TH ST, AUSTIN, TX, 78701","30.270343175709","-97.743459021295","exact",""
"99","2820cec6-9291-4585-9a6a-a7ce0dd533c4","travis-county-clerk-s-office-misdemeanor-division","draft","Travis County Clerk's Office","Misdemeanor Division","1000 Guadalupe St, Suite 222, Austin, TX, 78701","1000 Guadalupe St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1000 GUADALUPE ST, AUSTIN, TX, 78701","30.272843643358","-97.744938378299","exact",""
"100","a8dc3b93-1f99-408c-a283-b421244d111d","travis-county-clerk-s-office-civil-division","draft","Travis County Clerk's Office","Civil Division","1700 Guadalupe St, Ste. 4.300, Austin, TX, 78701","1700 Guadalupe St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 GUADALUPE ST, AUSTIN, TX, 78701","30.279809691347","-97.742332778441","exact",""
"101","f0af5bdc-4f5e-4ac1-95cf-dc4cca39a5fa","travis-county-tax-office","draft","Travis County Tax Office","Property taxes and vehicle services","2433 Ridgepoint Dr, Austin, TX, 78754","2433 Ridgepoint Dr","Austin","TX","78754","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2433 RIDGEPOINT DR, AUSTIN, TX, 78754","30.328993068823","-97.674103755616","exact",""
"102","28e68e9c-a1a8-4d0b-bc7b-07016870b424","travis-county-law-library","draft","Travis County Law Library","Law library and self-representation assistance","1700 Guadalupe St, 2nd Floor, Austin, TX, 78701","1700 Guadalupe St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 GUADALUPE ST, AUSTIN, TX, 78701","30.279809691347","-97.742332778441","exact",""
"103","192ff2bb-47d5-4e66-8ce0-707963cedb01","travis-county-district-clerk-jury-and-passports","draft","Travis County District Clerk","Jury and passport services","5325 Airport Blvd, 1st Floor (Pasaportes) / Suite 1100 (Jurado), Austin, TX, 78751","5325 Airport Blvd","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5325 AIRPORT BLVD, AUSTIN, TX, 78751","30.314267125881","-97.714884849125","exact",""
"104","4115c792-beac-4c6d-8a48-741741cc1a67","travis-county-district-clerk-divorces","draft","Travis County District Clerk","Divorce filing and processing","1700 Guadalupe Street, 3rd Floor, Room 3.200 (Civil & Family Courts Facility), Austin, TX, 78701","1700 Guadalupe Street","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 GUADALUPE ST, AUSTIN, TX, 78701","30.279809691347","-97.742332778441","exact",""
"105","ea4846e2-c3b8-4097-a341-87ac4db9c11b","travis-county-domestic-relations-child-support","draft","Travis County Domestic Relations (Child Support)","Child and spousal support enforcement","1700 Guadalupe St, 5th Floor, Austin, TX, 78701","1700 Guadalupe St","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 GUADALUPE ST, AUSTIN, TX, 78701","30.279809691347","-97.742332778441","exact",""
"106","721880c3-a6fa-42a3-ac6a-1dac836305b8","tx-dps-dept-of-public-safety","published","State of Texas – Texas Department of Public Safety","Texas Department of Public Safety (TxDPS)","5805 N. Lamar Blvd., Austin, TX, 78752","5805 N. Lamar Blvd.","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5805 N LAMAR BLVD, AUSTIN, TX, 78752","30.326902454533","-97.725673172778","exact",""
"107","d8dbc7e1-d086-4b8c-aa34-a5ffc957b8da","williamson-county-clerk-records","published","Williamson County Government","Williamson County Clerk","405 Martin Luther King St, Georgetown, TX, 78626","405 Martin Luther King St","Georgetown","TX","78626","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","405 MARTIN LUTHER KING ST, GEORGETOWN, TX, 78626","30.639860538682","-97.680913263791","exact",""
"108","f8db57ca-4412-46e9-a1da-aead364cbd33","bastrop-county-clerk","draft","Bastrop County Clerk","Vital records, deeds, and court filings","803 Pine Street, Bastrop, TX, 78602","803 Pine Street","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","803 PINE ST, BASTROP, TX, 78602","30.109402162757","-97.318636187198","exact",""
"109","39ff5930-8bde-4c04-9fc2-1c9ac5b29615","social-security-office","published","U.S. Social Security Administration (SSA)","Social Security Administration (SSA) – Austin Field Office","1029 Camino La Costa, Austin, TX, 78752","1029 Camino La Costa","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1029 CAM LA COSTA, AUSTIN, TX, 78752","30.325587286086","-97.701660548776","exact",""
"110","2f2fc895-6e71-4be5-9e6f-90aecf8673fd","us-bankruptcy-clerk","published","United States Bankruptcy Court – Western District of Texas","U.S. Bankruptcy Court – Western District of Texas, Austin Division","903 San Jacinto Blvd, #322, Austin, TX, 78701","903 San Jacinto Blvd, #322","Austin","TX","78701","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","903 SAN JACINTO BLVD, AUSTIN, TX, 78701","30.270226431053","-97.739246091827","exact",""
"111","717c0149-204c-4a6e-8300-b1a1213eabe0","servicios-para-veteranos-del-condado-de-travis-travis-county","published","Travis County","Veterans benefits counseling and claims assistance","5325 Airport Boulevard, Austin, TX, 78751","5325 Airport Boulevard","Austin","TX","78751","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","5325 AIRPORT BLVD, AUSTIN, TX, 78751","30.314267125881","-97.714884849125","exact",""
"112","8e73d3df-4162-4125-b65e-ef03c3293585","atencion-para-veteranos-sin-hogar-de-va-central-texas-u-s-department-of-veterans-affairs-va-central-texas","published","U.S. Department of Veterans Affairs (VA Central Texas)","VA Central Texas Homeless Veteran Care","7901 Metropolis Dr., Austin, TX, 78744","7901 Metropolis Dr.","Austin","TX","78744","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","7901 METROPOLIS DR, AUSTIN, TX, 78744","30.206981427636","-97.694420497254","exact",""
"113","800cef72-58f3-4bd0-bb1a-294961db7486","servicios-para-veteranos-del-condado-de-williamson-williamson-county","published","Williamson County","Veterans benefits counseling and claims assistance","100 Wilco Way, Suite V101, Georgetown, TX, 78626","100 Wilco Way, Suite V101","Georgetown","TX","78626","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"114","0da18055-141a-481b-bad5-6ead41d7a125","clinica-va-de-cedar-park-u-s-department-of-veterans-affairs-va-central-texas","published","U.S. Department of Veterans Affairs (VA) – VA Central Texas Healthcare System","VA Central Texas – Veterans Health Care","7901 Metropolis Drive, Austin, TX, 78744","7901 Metropolis Drive","Austin","TX","78744","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","7901 METROPOLIS DR, AUSTIN, TX, 78744","30.206981427636","-97.694420497254","exact",""
"115","1f9d9076-ebd8-444e-9c6e-5a3964b6e7e1","servicios-para-veteranos-del-condado-de-hays-hays-county","published","Hays County","Veterans benefits counseling and claims assistance","111 E. San Antonio St., Ste. 100, San Marcos, TX, 78666","111 E. San Antonio St., Ste. 100","San Marcos","TX","78666","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","111 E SAN ANTONIO ST, SAN MARCOS, TX, 78666","29.882209171732","-97.941147942359","exact",""
"116","b4ec4cc4-7148-4215-9e96-bf243cb77dd1","caridades-catolicas-de-central-texas-servicios-para-veteranos-st-michael-s-catholic-charities-of-central-texas","published","Catholic Charities of Central Texas","St. Michael's Veteran Services","2901 Saint Francis St., Killeen, TX, 76543","2901 Saint Francis St.","Killeen","TX","76543","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2901 ST FRANCIS ST, KILLEEN, TX, 76543","31.120484743843","-97.700056882122","exact",""
"117","5e7c1ec1-b2e5-4807-9b3c-248719aefd2b","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county","published","Bastrop County","Veterans benefits counseling and claims assistance","104 Loop 150, Bastrop, TX, 78602","104 Loop 150","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","104 LOOP 150, BASTROP, TX, 78602","30.105370308357","-97.329141331888","exact",""
"118","5161245e-540b-4198-bbfb-51c2763f0ed3","heroes-night-out-centro-de-recursos-heroes-heroes-night-out","published","Heroes Night Out","Resource center for veterans and their families","1150 S. Bell Blvd., Bldg 5, Cedar Park, TX, 78613","1150 S. Bell Blvd., Bldg 5","Cedar Park","TX","78613","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1150 S BELL BLVD, CEDAR PARK, TX, 78613","30.495476234211","-97.811513627009","exact",""
"119","c74b8afc-53cb-47fb-a880-a21ccf91a0c8","comision-de-veteranos-de-texas-representantes-de-reclamos-de-va-texas-veterans-commission","draft","Texas Veterans Commission","Representatives for VA benefit claims and appeals","No hay oficina única — consejeros integrados en instalaciones de VA en distintas áreas, incluida Austin, TX","No hay oficina única — consejeros integrados en instalaciones de VA en distintas áreas, incluida Austin","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","unresolved","variable_or_non_specific_location"
"120","4380d5fd-6cfa-41d7-8380-3b8f185ba163","servicios-para-veteranos-del-condado-de-caldwell-caldwell-county","draft","Caldwell County","Veterans benefits counseling and applications","1403 Blackjack St., Lockhart, TX, 78644","1403 Blackjack St.","Lockhart","TX","78644","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1403 BLACKJACK ST, LOCKHART, TX, 78644","29.873459934637","-97.652500825586","exact",""
"121","8909eca7-2057-4a5d-88af-35f40f0cb002","centro-de-asistencia-para-negocios-de-veteranos-vboc-utrgv-university-of-texas-rio-grande-valley-utrgv-u-s-small-business-administration","draft","University of Texas Rio Grande Valley (UTRGV) / U.S. Small Business Administration","Veterans Business Outreach Center (VBOC) – UTRGV","1407 E. Freddy Gonzalez Dr., CESS Bldg., Suite 1.200, Edinburg, TX, 78539","1407 E. Freddy Gonzalez Dr.","Edinburg","TX","78539","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","1407 E FREDDY GONZALEZ DR, EDINBURG, TX, 78542","26.285074616712","-98.152738497929","needs_review","non_exact_match"
"122","73e14c4e-af91-43fe-83bb-094977880a82","age-of-central-texas-servicios-para-cuidadores-age-of-central-texas","draft","AGE of Central Texas","Navigation and support for family caregivers","7640 Guadalupe St, Austin, TX, 78752","7640 Guadalupe St","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","7640 GUADALUPE ST, AUSTIN, TX, 78752","30.343359511282","-97.71165809166","exact",""
"123","506da0f9-5a4a-4d22-95de-5765ecc825dd","alzheimer-s-texas-apoyo-a-cuidadores-alzheimer-s-texas","draft","Alzheimer's Texas","Support and respite for dementia caregivers","7000 N. MoPac Expy #200, Austin, TX, 78731","7000 N. MoPac Expy #200","Austin","TX","78731","U.S. Census Bureau Geocoder","2026-09-03","No_Match","","","0","0","unresolved","no_geocoder_match"
"124","53b6fddc-6986-423a-a3a5-8270cb669a16","family-eldercare-family-eldercare","draft","Family Eldercare","In-home care for older adults and people with disabilities","1700 Rutherford Lane, Austin, TX, 78754","1700 Rutherford Lane","Austin","TX","78754","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1700 RUTHERFORD LN, AUSTIN, TX, 78754","30.33422131784","-97.680206637669","exact",""
"125","04566642-11ce-41c5-b1c2-b3cec69dbbdd","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","draft","Central Texas Food Bank","Senior food programs (CSFP and HOPE)","6500 Metropolis Drive, Austin, TX, 78744","6500 Metropolis Drive","Austin","TX","78744","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","6500 METROPOLIS DR, AUSTIN, TX, 78744","30.202104818821","-97.710306976849","exact",""
"126","8feadfac-90c3-4cb6-b439-aa1d897aa6a4","programa-de-consejeria-de-beneficios-hicap-de-texas-via-aaacap-area-agency-on-aging-of-the-capital-area-capcog-texas-hhsc","published","Area Agency on Aging of the Capital Area (CAPCOG) / Texas HHSC","Area Agency on Aging of the Capital Area (AAACAP)","6800 Burleson Road, Bldg 301/310, Suite 165, Austin, TX, 78744","6800 Burleson Road","Austin","TX","78744","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","6800 BURLESON RD, AUSTIN, TX, 78744","30.2020259204","-97.710212162777","exact",""
"127","9a748be6-55f1-40ab-a40f-4e6e3046fe33","capmetro-access-capital-metropolitan-transportation-authority-capmetro","draft","Capital Metropolitan Transportation Authority (CapMetro)","CapMetro Access","2910 E. 5th St., Austin, TX, 78702","2910 E. 5th St.","Austin","TX","78702","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","2910 E 5TH ST, AUSTIN, TX, 78702","30.256283920407","-97.709935579651","exact",""
"128","acbc17f1-ec65-47fc-93f7-00e68e3c0c0a","carts-capital-area-rural-transportation-system-carts","draft","CARTS","Rural public and non-emergency medical transportation","Sede en Cedar Creek, TX","Sede en Cedar Creek","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","unresolved","variable_or_non_specific_location"
"129","302de942-8d80-4199-bc05-f3a7197abebe","exencion-de-impuestos-homestead-65-distrito-de-tasacion-travis-central-appraisal-district-y-distritos-equivalentes-en-cada-condado","draft","Travis Central Appraisal District","Over-65 homestead tax exemption","850 East Anderson Lane, Austin, TX, 78752","850 East Anderson Lane","Austin","TX","78752","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","850 E ANDERSON LN SVC RD, AUSTIN, TX, 78752","30.338393069397","-97.69803878022","needs_review","non_exact_match"
"130","ad05bbf6-8ec8-41b1-9c3f-df476c3acc9d","asistencia-con-servicios-publicos-del-condado-de-travis-ceap-travis-county-health-and-human-services","draft","Travis County Health and Human Services","Travis County Utility Assistance (CEAP)","6 Centros Comunitarios (ver sitio), TX","6 Centros Comunitarios (ver sitio)","","TX","","U.S. Census Bureau Geocoder","2026-09-03","","","","0","0","unresolved","variable_or_non_specific_location"
"131","ff8d025b-295a-4b1f-9a09-26ca5ea8f787","asistencia-con-servicios-publicos-community-action-inc-hays-caldwell-blanco-community-action-inc-of-central-texas","draft","Community Action, Inc. of Central Texas","Utility payment assistance","215 S. Reimer Avenue, Suite 130, San Marcos, TX, 78666","215 S. Reimer Avenue","San Marcos","TX","78666","U.S. Census Bureau Geocoder","2026-09-03","Match","Non_Exact","215 REIMER AVE, SAN MARCOS, TX, 78666","29.852272672502","-97.97683295747","needs_review","non_exact_match"
"132","e1f144b6-eded-49b7-bc96-d3b48d8ca033","centro-de-ancianos-san-marcos-san-marcos-senior-citizens-center-community-action-inc-of-central-texas","draft","Community Action Inc. of Central Texas","San Marcos Senior Citizens Center","810 Arizona Street, San Marcos, TX, 78666","810 Arizona Street","San Marcos","TX","78666","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","810 ARIZONA ST, SAN MARCOS, TX, 78666","29.870222876065","-97.944337906988","exact",""
"133","f266da43-7ff9-4e6b-9fb8-5c65b10eac0b","centro-de-actividades-para-ancianos-del-area-de-lockhart-ciudad-de-lockhart","draft","Ciudad de Lockhart","Lockhart Area Senior Citizen Activity Center","901 Bois D'Arc Street, Lockhart, TX, 78644","901 Bois D'Arc Street","Lockhart","TX","78644","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","901 BOIS DARC ST, LOCKHART, TX, 78644","29.885270323548","-97.684756594655","exact",""
"134","ae13c611-e987-4851-a76a-244b9a096fba","centro-comunitario-de-ancianos-de-bastrop-bastrop-community-senior-center","draft","Bastrop Community Senior Center","Activities, exercise, and meals for older adults","1209 Linden St, Unit A, Bastrop, TX, 78602","1209 Linden St","Bastrop","TX","78602","U.S. Census Bureau Geocoder","2026-09-03","Match","Exact","1209 LINDEN ST, BASTROP, TX, 78602","30.125201375678","-97.314461685988","exact",""
