id,slug,organization_name,title_es,title_en,status,completed_fields,total_fields,completion_percent,missing_count,missing_fields
"dc1dba5f-ed5e-4f0b-ab30-931192372aed","boys-and-girls-club-of-georgetown-youth-development-and-recreation-programs","Boys and Girls Club of Georgetown","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"7d9f192e-046d-4def-8c1b-ef30bbdbbf5a","breakthrough-ctx-education-and-learning-support-programs","Breakthrough CTX","Programas educativos y apoyo al aprendizaje","Education and learning support programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"180d2b16-e6f5-47b5-92fa-44df43637545","bridge-lacrosse-youth-development-and-recreation-programs","Bridge Lacrosse","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"0e0452ad-c60b-4f3b-92ab-0434444425f4","candlelight-ranch-youth-development-and-recreation-programs","Candlelight Ranch","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"84e1bdd0-208a-447c-84ae-d37994c208f3","capital-area-rutal-transportation-systems-carts-transportation-williamson","Capital Area Rutal Transportation Systems (CARTS)","Reservaciones de transporte regional CARTS","CARTS regional transportation reservations","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"3f33eb10-266b-42b4-a132-bf1794f22423","capmetro-bus-pass-assistance","CapMetro","Asistencia con pases de autobús","Bus pass assistance","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|phone|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"f695bd6c-bf3c-4476-b78c-2262aa8befb8","cary-council-on-at-risk-youth-education-and-learning-support-programs","CARY (Council on At Risk Youth)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"30dbb0a1-9e4f-42c7-ad7a-657db847a1a1","catholic-charities-central-texas-st-michaels-veterans-service-community-support-travis","Catholic Charities Central Texas (St. Michaels' Veterans Service)","Consejería para personas, parejas y familias","Counseling for individuals, couples, and families","draft","25","41","61","16","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_1|address_line_2|city|postal_code"
"179bfc2d-5f17-4f27-9000-086c4ec3c871","center-for-child-protection-education-and-learning-support-programs","Center for Child Protection","Programas educativos y apoyo al aprendizaje","Education and learning support programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"964ed8a9-7a7f-48b6-8d16-233adc81572d","centered-youth-clinic-and-consulting-mental-health-and-wellness-services","Centered Youth Clinic & Consulting","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"798beb75-7052-4241-af32-58a77d98e259","childcare-subsidy-hotline-community-support-williamson","Childcare Subsidy Hotline","Subsidios de cuidado infantil para familias militares","Child care subsidies for military families","draft","25","41","61","16","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"20e66dca-2481-48d1-a472-2f0cd5092e22","christi-center-mental-health-and-wellness-services","Christi Center","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"a05f3a5c-fda7-4fb5-8829-f0b842b8f165","city-of-austin-warming-centers","City of Austin","Centros de calentamiento","Warming Centers","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|phone|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"f41c8153-55dd-40d3-859e-512f01bf8efd","colin-s-hope-community-support-for-individuals-and-families","Colin's Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"1c36da4e-fca1-45c1-a90d-307af32eaeb7","college-possible-texas-community-support-for-individuals-and-families","College Possible Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b55b4625-f109-464f-9cc5-ba1eafb4b954","community-action-for-central-texas-health-and-personal-support-bastrop","Community Action for Central Texas","Medicamentos de bajo costo y referidos médicos","Low-cost prescriptions and medical referrals","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"684e5303-f318-4851-ac58-b2c899680469","con-mi-madre-community-support-for-individuals-and-families","Con Mi Madre","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"db30ec56-b7c1-4bed-b0f5-807a68f44478","consulado-general-de-mexico-en-austin-consular-and-community-information","Consulado General de México en Austin","Información consular y comunitaria","Consular and community information","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"4058c496-d4db-4eff-81ec-41f098c3527b","creative-action-youth-development-and-recreation-programs","Creative Action","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"9a3dbad5-475f-4fc9-bf04-66897b2da65c","cross-creek-behavioral-health-hospital-mental-health-and-wellness-services","Cross Creek Behavioral Health Hospital","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"5ebe2d7f-a56c-4e2c-89ff-03f385c585a6","crux-climbing-center-youth-development-and-recreation-programs","Crux Climbing Center","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"77f8682b-dc32-4ba5-87c7-e067208a8df0","david-phillips-foundation-youth-development-and-recreation-programs","David Phillips Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"2cf67bff-cb89-4145-bcaa-06eea395e39a","dell-children-s-health-plan-mental-health-and-wellness-services","Dell Children's Health Plan","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"fa2a5b60-1967-4367-b0a6-97f9d68d0c91","dress-for-success-austin-community-support-for-individuals-and-families","Dress for Success Austin","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b7053618-49f6-44f2-95c2-e940ab607478","el-buen-samaritano-community-support-for-individuals-and-families","El Buen Samaritano","Apoyo comunitario para personas y familias","Community support for individuals and families","archived","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"5dae4db1-6d7d-47ce-a9a8-822cdd6b50a9","explore-austin-youth-development-and-recreation-programs","Explore Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"17d7d8cf-38ce-4b5f-952c-5426e84a723f","foster-angels-of-central-texas-support-for-foster-youth-and-families","Foster Angels of Central Texas","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"2c4a2020-6a11-443c-be76-22b87d68cc87","foster-village-support-for-foster-youth-and-families","Foster Village","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"46442109-648c-4f51-9ed4-df714e0f9864","fostering-hope-community-support-for-individuals-and-families","Fostering Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"2aece945-b84e-43b7-bac8-24b02591d4e8","foundation-communities-lakeline-station-williamson","Foundation Communities - Lakeline Station","Despensa de alimentos","Food pantry","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2|city|postal_code|county"
"01742e09-a7bc-4597-9697-7682b1623521","girl-scouts-of-central-texas-youth-development-and-recreation-programs","Girl Scouts of Central Texas","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"084b197a-594d-4614-bbd9-600775df37d6","girls-empowerment-network-youth-development-and-recreation-programs","Girls Empowerment Network","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"82498cc8-75da-410b-8e26-8c572a635a0c","giving-austin-labor-support-gals-mental-health-and-wellness-services","Giving Austin Labor Support (GALS)","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"42a2c3dc-55aa-4346-8a61-0c5b7dfa3794","gonzales-christian-assistance-ministry-housing-and-financial-assistance-gonzales","Gonzales Christian Assistance Ministry","Despensa de alimentos","Food pantry","archived","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_2|source_url"
"40f9a72b-aa77-4860-8ffd-6e4c473993a8","healing-wings-llc-mental-health-and-wellness-services","Healing Wings LLC","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"73b444a8-b037-4d04-8325-8e5ecec24043","helping-hand-home-for-children-support-for-foster-youth-and-families","Helping Hand Home for Children","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"f6438378-733b-4179-a851-14c523d25ddc","helping-hands-of-georgetown-williamson","Helping Hands of Georgetown","Despensa de alimentos","Food pantry","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_1|address_line_2|city|postal_code"
"12e32546-f097-4bb0-98ac-06bbde3159c5","highland-lakes-family-crisis-center-community-support-burnet","Highland Lakes Family Crisis Center","Refugio y apoyo ante violencia doméstica y sexual","Shelter and support for domestic and sexual violence","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code"
"ef34d037-960b-4586-a3e7-44798208da0e","hill-country-community-ministries-food-and-basic-needs-assistance","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","Food and basic-needs assistance","archived","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"24a73cb9-c809-4de7-9d4a-91311a668122","impact-counseling-services-inc-mental-health-and-wellness-services","Impact Counseling Services, Inc","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b15f53c8-9f9f-472c-9983-1d4af24c2f1e","integral-care-mental-health-and-wellness-services","Integral Care","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"abfb4265-6d22-4071-908f-98470e5c81b4","integral-care-mental-health-and-substance-use-services","Integral Care","Servicios de salud mental y uso de sustancias","Mental health and substance-use services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|phone|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"eb2b6233-ade9-4cc5-885a-785ef5d682db","just-keep-livin-foundation-youth-development-and-recreation-programs","just keep livin Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"0a52f1d1-c047-4545-a83e-0d4f521fa112","kat-kares-williamson","Kat Kares","Despensa de alimentos","Food pantry","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_1|address_line_2|city|postal_code"
"0de5cb4c-9a5d-4a8a-a7a8-3e2f5a885947","keep-austin-beautiful-education-and-learning-support-programs","Keep Austin Beautiful","Programas educativos y apoyo al aprendizaje","Education and learning support programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"6736b501-749e-4473-b1d5-45c82c1fa03f","lifeworks-mental-health-and-wellness-services","Lifeworks","Servicios de salud mental y bienestar","Mental health and wellness services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b005b675-a70d-44fb-9af3-cfd2252c65d9","live-like-cati-community-support-for-individuals-and-families","Live Like Cati","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"53a4fba4-9c67-4ed4-b2c3-c3e9b889e8b9","lone-star-circle-of-care-the-big-pink-bus-mobile-mammography","Lone Star Circle of Care","Mamografías móviles de The Big Pink Bus","The Big Pink Bus mobile mammography","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"e9df9255-f85a-4825-82f7-942cbfa80c80","lone-star-circle-of-care-health-and-personal-support-williamson","Lone Star Circle of Care","Atención veterinaria","Veterinary care","archived","25","41","61","16","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"1223b6d6-d956-43c5-b254-0b938076d2f1","mama-sana-vibrant-woman-community-support-for-individuals-and-families","Mama Sana Vibrant Woman","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"52ab99cc-b7b3-4426-a7c9-74df09a8defa","maven-youth-youth-development-and-recreation-programs","Maven Youth","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b11b39b9-2373-41d5-993c-8985902d1e5f","mcdade-food-pantry-bastrop","McDade Food Pantry","Despensa de alimentos","Food pantry","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|website_url|address_line_1|address_line_2|city|postal_code"
"6d54b2e1-4480-4d44-a0d3-278edc5ed34d","national-homeless-veteran-call-center-community-support-williamson","National Homeless Veteran Call Center","Línea de acceso a servicios para veteranos sin hogar","Homeless Veteran services hotline","draft","25","41","61","16","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"5e5dad48-075b-4540-b4d0-48206fc82b8c","oasis-senior-advisors-health-and-personal-support-williamson","Oasis Senior Advisors","Orientación para encontrar cuidado de adultos mayores","Senior care placement guidance","draft","25","41","61","16","additional_categories|languages|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"24649112-d2e5-434e-9c89-3303e7f01b52","owbc-meals-on-wheels-williamson","Opportunities for Williamson & Burnet Counties","Meals on Wheels para adultos mayores","Meals on Wheels for older adults","published","25","41","61","16","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code"
"7c09f9be-c599-4f1f-a803-9e13f309540d","owbc-head-start-williamson","Opportunities for Williamson & Burnet Counties","Programa Head Start","Head Start program","published","25","41","61","16","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code"
"50672310-7949-49fa-95b4-4e7aff7e4bf2","partners-for-education-agriculture-and-sustainability-peas-education-and-learning-support-programs","Partners For Education Agriculture and Sustainability (PEAS)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"10a27315-251e-44b7-8960-80f79a2a980b","partnerships-for-children-community-support-for-individuals-and-families","Partnerships for Children","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"65459494-1146-446f-900b-7763b2fc38d2","raices-immigration-legal-services","RAICES","Servicios legales de inmigración","Immigration legal services","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"3d84a53d-1b8f-4ae9-8b34-291a1f5fb7e6","rbi-austin-youth-development-and-recreation-programs","RBI Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"1fee08a5-40ba-4bbf-b10a-0474d09ea20c","rowing-dock-youth-development-and-recreation-programs","Rowing Dock","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"53df8be8-d80b-47a7-bec4-47043ef9f377","seedling-youth-development-and-recreation-programs","Seedling","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"70bff9cc-e79e-458e-aa08-123353f489e1","shield-ranch-foundation-el-ranchito-youth-development-and-recreation-programs","Shield Ranch Foundation/El Ranchito","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"69885f02-6c91-4bd4-859c-5b90e9c3437f","social-security-administration-community-support-williamson","Social Security Administration","Beneficios del Seguro Social","Social Security benefits","draft","25","41","61","16","additional_categories|languages|eligibility_es|eligibility_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"9e02be2f-dabf-4e0d-87ae-4b8aacdba5b4","texas-baptist-children-s-home-support-for-foster-youth-and-families","Texas Baptist Children's Home","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"b34b0e49-696b-4043-b340-be0dfee17673","texas-foster-family-association-community-support-for-individuals-and-families","Texas Foster Family Association","Apoyo comunitario para personas y familias","Community support for individuals and families","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
"01fee553-fb7d-4596-8c2b-76c1a6c7ad9d","texas-medicaid-medical-transportation","Texas Health and Human Services","Transporte médico no urgente de Medicaid","Medicaid non-emergency medical transportation","published","25","41","61","16","description_es|description_en|additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code"
"45d1f506-6093-411c-93f6-3e766cd8c226","texas-legal-services-center-texas-legal-services-center","Texas Legal Services Center","Texas Legal Services Center","Texas Legal Services Center","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|accessibility_notes_es|accessibility_notes_en|phone|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"c5857901-d965-4644-9c20-cd2202f2eb4a","texas-law-help-texas-law-help","Texas Legal Services Center (TLSC)","Asistencia legal y Recursos gratuitos","Free Legal Assistance & Resources","published","25","41","61","16","additional_categories|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|phone|sms_phone|whatsapp_phone|email|address_line_1|address_line_2|city|postal_code|county"
"e6ea2283-56c6-4012-979b-70edad0567b1","texas-parks-and-wildlife-department-tpwd-youth-development-and-recreation-programs","Texas Parks and Wildlife Department (TPWD)","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","published","25","41","61","16","additional_categories|eligibility_es|eligibility_en|required_documents_es|required_documents_en|hours_es|hours_en|accessibility_notes_es|accessibility_notes_en|sms_phone|whatsapp_phone|address_line_1|address_line_2|city|postal_code|county"
