"confidence","signals","title_similarity","content_similarity","left_id","left_status","left_organization","left_title","left_slug","left_created_at","right_id","right_status","right_organization","right_title","right_slug","right_created_at","recommended_action","review_notes"
"high","organization|phone|address","0.000","0.372","4d1f40fa-609d-4b0a-adc5-f718f1c0671c","draft","Travis County Family Support Services (Palm Square Office)","Asistencia económica de emergencia","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance","2026-09-03T00:14:08.371082+00:00","6a0373df-218e-47c9-9f8d-bf443628b4ec","archived","Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-3","2026-09-03T03:17:44.446651+00:00","",""
"high","organization|phone|address","0.000","0.345","b35f5257-dbc8-4392-a79e-634d45ff7f20","archived","Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","travis-county-family-support-services-palm-square-office-health-and-personal-support-travi","2026-09-03T00:14:09.886968+00:00","f6daf9c2-3ab7-4f6e-a230-55c4d0dc51e1","archived","Travis County Family Support Services (Palm Square Office)","Asistencia de vivienda — Travis County Family Support Services (Palm Square Office)","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-2","2026-09-03T03:09:22.934456+00:00","",""
"high","organization|phone|website","0.286","0.246","f1d6fc93-5384-4c7c-9f8b-efb2940fa682","published","Volunteer Legal Services of Central Texas","Ayuda legal civil con abogados voluntarios","ayuda-legal-civil-con-abogados-voluntarios-volunteer-legal-services-of-central-texas","2026-07-27T22:28:42.85952+00:00","d9e90b78-3228-4cbd-a42b-cdfe7b217850","draft","Volunteer Legal Services of Central Texas","Servicios Legales Voluntarios del Centro de Texas (VLSoCT)","volunteer-legal-services-of-central-texas-vlsoct-volunteer-legal-services-of-central-texas","2026-08-18T17:42:12.022673+00:00","",""
"high","organization|phone|website","0.286","0.227","f1d6fc93-5384-4c7c-9f8b-efb2940fa682","published","Volunteer Legal Services of Central Texas","Ayuda legal civil con abogados voluntarios","ayuda-legal-civil-con-abogados-voluntarios-volunteer-legal-services-of-central-texas","2026-07-27T22:28:42.85952+00:00","f4551825-da44-4a03-ba95-f1dd07e83e80","archived","Volunteer Legal Services of Central Texas","Volunteer Legal Services of Central Texas – Williamson County","volunteer-legal-services-central-texas-williamson","2026-08-10T14:00:56.822606+00:00","",""
"high","organization|phone|website","0.500","0.174","f4551825-da44-4a03-ba95-f1dd07e83e80","archived","Volunteer Legal Services of Central Texas","Volunteer Legal Services of Central Texas – Williamson County","volunteer-legal-services-central-texas-williamson","2026-08-10T14:00:56.822606+00:00","d9e90b78-3228-4cbd-a42b-cdfe7b217850","draft","Volunteer Legal Services of Central Texas","Servicios Legales Voluntarios del Centro de Texas (VLSoCT)","volunteer-legal-services-of-central-texas-vlsoct-volunteer-legal-services-of-central-texas","2026-08-18T17:42:12.022673+00:00","",""
"review","phone|website|address","0.250","0.139","3a39dba9-260b-464a-a8c0-e447b9f471b6","published","Austin Baptist Chapel","Comidas calientes y duchas en Angel House","comidas-calientes-y-duchas-en-angel-house-austin-baptist-chapel","2026-07-27T22:28:40.304285+00:00","d8a0d9f5-ca03-4a94-bf7a-a0d4f5d37669","published","Angel House/ Austin Baptist Chapel","Angel House/ Austin Baptist Chapel","angel-house-austin-baptist-chapel-angel-house-austin-baptist-chapel","2026-08-10T19:18:14.650957+00:00","",""
"review","organization|phone|website","0.000","0.119","e01eedb9-6ee0-4c1b-81c6-b822ffc9e6c7","published","Austin Child Guidance Center","Servicios de salud mental y bienestar","austin-child-guidance-center-mental-health-and-wellness-services","2026-08-10T18:10:19.084964+00:00","78fd23b1-9406-49ad-b803-71e3e0c077ac","published","Austin Child Guidance Center","Terapia infantil y familiar","austin-child-guidance-center-child-and-family-therapy","2026-08-10T18:19:19.043736+00:00","",""
"review","organization|phone|website","0.111","0.015","f114ecc1-49ca-4a76-ac67-cf07dc060373","published","Austin Habitat for Humanity","Vivienda y asistencia para necesidades básicas","austin-habitat-for-humanity-housing-and-basic-needs-assistance","2026-08-10T18:10:18.839447+00:00","16d516fc-28ce-45c2-b035-a5d9ee23d813","draft","Austin Habitat for Humanity","Austin Habitat for Humanity — Reparación de Vivienda (Bastrop)","austin-habitat-for-humanity-reparacion-de-vivienda-bastrop-austin-habitat-for-humanity","2026-08-19T04:57:48.853128+00:00","",""
"review","organization|website|address","0.000","0.053","9fd1002c-023f-4650-aa26-9b5889fbf6fc","published","Austin Public Health","Clínica de vacunación St. Johns","austin-public-health-st-johns-immunization-clinic","2026-08-10T18:19:17.070135+00:00","03ab5ff0-7750-4d87-b288-0471a3f8691c","published","Austin Public Health","Centro Comunitario St. John","austin-public-health-st-john-community-center","2026-08-10T18:19:25.119991+00:00","",""
"review","organization|phone|website","0.143","0.053","7fa18f46-b399-464b-aad2-a7a363e16d3d","published","Austin Voices for Education and Youth (AVEY)","Clínicas de inscripción a seguro médico","clinicas-de-inscripcion-a-seguro-medico-austin-voices-for-education-and-youth-avey","2026-08-11T20:03:09.485652+00:00","000603d6-1748-4b96-8b53-6199e5631544","published","Austin Voices for Education and Youth (AVEY)","Ayuda para usar MyChart","ayuda-para-usar-mychart-austin-voices-for-education-and-youth-avey","2026-08-11T20:03:11.298429+00:00","",""
"review","title_es|phone|email|website|address","1.000","0.308","5e7c1ec1-b2e5-4807-9b3c-248719aefd2b","published","Bastrop County","Oficina de Servicios para Veteranos del Condado de Bastrop","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county","2026-08-18T17:42:08.160213+00:00","d3706107-6b76-406a-8ebf-20fb3c8f2332","draft","Bastrop County Government","Oficina de Servicios para Veteranos del Condado de Bastrop","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county-government","2026-08-19T04:57:54.514669+00:00","",""
"review","organization|website|address","0.167","0.086","9409990b-0eb4-4a63-9cba-995ca29708de","draft","Bastrop County Government","Departamento de Salud Pública del Condado de Bastrop","departamento-de-salud-publica-del-condado-de-bastrop-bastrop-county-government","2026-08-19T04:57:49.789194+00:00","d3706107-6b76-406a-8ebf-20fb3c8f2332","draft","Bastrop County Government","Oficina de Servicios para Veteranos del Condado de Bastrop","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county-government","2026-08-19T04:57:54.514669+00:00","",""
"review","organization|website|address","0.111","0.058","9843a2f6-f872-4047-99ed-1abfafa60f61","draft","Bastrop Independent School District (BISD)","Centro de Recursos Familiares de BISD (GED/ESL nocturno)","centro-de-recursos-familiares-de-bisd-ged-esl-nocturno-bastrop-independent-school-district-bisd","2026-08-19T04:57:51.752793+00:00","fd2760f6-81c5-4dd7-8729-ebd0de85a85b","draft","Bastrop Independent School District (BISD)","Servicios de Enlace McKinney-Vento de BISD","servicios-de-enlace-mckinney-vento-de-bisd-bastrop-independent-school-district-bisd","2026-08-19T04:57:51.905996+00:00","",""
"review","organization|phone|website","0.000","0.073","3ca65a44-4607-4269-a72b-866754293f4d","published","Bluebonnet Trails Community Services","Servicios de Consumo de Sustancias de Bluebonnet Trails","bluebonnet-trails-substance-use-services","2026-08-10T14:00:50.669104+00:00","84bc6c87-6a0e-4e45-8677-6c6aa9c9242b","published","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","bluebonnet-trails-mental-health","2026-08-10T14:00:51.743422+00:00","",""
"review","organization|phone|website","0.000","0.056","eb6d90c6-8436-4dc6-b078-bb96f980a545","published","Bluebonnet Trails Community Services","Evaluación y referidos para uso de sustancias","bluebonnet-trails-osar-williamson","2026-08-07T23:13:45.069623+00:00","84bc6c87-6a0e-4e45-8677-6c6aa9c9242b","published","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","bluebonnet-trails-mental-health","2026-08-10T14:00:51.743422+00:00","",""
"review","organization|phone|website","0.000","0.053","c13e76f8-74bf-4ecb-8fa8-850629889544","archived","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","bluebonnet-trails-mental-health-williamson","2026-08-07T23:13:44.869104+00:00","eb6d90c6-8436-4dc6-b078-bb96f980a545","published","Bluebonnet Trails Community Services","Evaluación y referidos para uso de sustancias","bluebonnet-trails-osar-williamson","2026-08-07T23:13:45.069623+00:00","",""
"review","organization|phone|website","0.000","0.051","c13e76f8-74bf-4ecb-8fa8-850629889544","archived","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","bluebonnet-trails-mental-health-williamson","2026-08-07T23:13:44.869104+00:00","3ca65a44-4607-4269-a72b-866754293f4d","published","Bluebonnet Trails Community Services","Servicios de Consumo de Sustancias de Bluebonnet Trails","bluebonnet-trails-substance-use-services","2026-08-10T14:00:50.669104+00:00","",""
"review","organization|phone|website","0.000","0.156","e94bbd4a-e8ca-406f-a834-6b08f913bd15","draft","Capital Area Rural Transportation System (CARTS)","Autobús Rural CARTS (Country Bus) — Condado de Bastrop","autobus-rural-carts-country-bus-condado-de-bastrop-capital-area-rural-transportation-system-carts","2026-08-19T04:57:50.453114+00:00","45e8d5bb-a069-4f88-b3d6-742051a947c4","published","Capital Area Rural Transportation System (CARTS)","Transporte Público para Comunidades Rurales de Central Texas","carts-country-bus-capital-area-rural-transportation-system-carts","2026-08-19T04:58:00.622379+00:00","",""
"review","organization|phone|website","0.111","0.143","2428ce80-12ca-41f2-b8c4-2e7f97ccc0b2","published","Capital Area Rural Transportation System (CARTS)","Transporte rural y regional en Travis County","transporte-rural-y-regional-en-travis-county-capital-area-rural-transportation-system-carts","2026-07-27T22:28:41.484729+00:00","e94bbd4a-e8ca-406f-a834-6b08f913bd15","draft","Capital Area Rural Transportation System (CARTS)","Autobús Rural CARTS (Country Bus) — Condado de Bastrop","autobus-rural-carts-country-bus-condado-de-bastrop-capital-area-rural-transportation-system-carts","2026-08-19T04:57:50.453114+00:00","",""
"review","organization|phone|website","0.000","0.024","81aed914-dad6-4fe4-b48c-c92c60037606","published","Catholic Charities of Central Texas","Asistencia financiera","catholic-charities-of-central-texas-catholic-charities-of-central-texas","2026-08-10T19:18:06.836179+00:00","3716301d-ffcc-4c64-bc44-6a41c4e70b32","published","Catholic Charities of Central Texas","Servicios de consejería","catholic-charities-of-central-texas-catholic-charities-of-central-texas-2","2026-08-10T19:18:16.833891+00:00","",""
"review","organization|phone|website","0.000","0.022","3716301d-ffcc-4c64-bc44-6a41c4e70b32","published","Catholic Charities of Central Texas","Servicios de consejería","catholic-charities-of-central-texas-catholic-charities-of-central-texas-2","2026-08-10T19:18:16.833891+00:00","4fa07766-4db1-4f71-b049-5357ed2440c7","archived","Catholic Charities of Central Texas","Asistencia con servicios públicos","catholic-charities-of-central-texas-housing-and-financial-assistance-travis","2026-09-03T00:14:08.995638+00:00","",""
"review","organization|phone|website","0.000","0.016","8530f854-23bc-4aff-b12a-440aec12856a","published","Catholic Charities of Central Texas","Asistencia legal de inmigración","catholic-charities-immigration-williamson","2026-08-07T23:13:49.344649+00:00","3716301d-ffcc-4c64-bc44-6a41c4e70b32","published","Catholic Charities of Central Texas","Servicios de consejería","catholic-charities-of-central-texas-catholic-charities-of-central-texas-2","2026-08-10T19:18:16.833891+00:00","",""
"review","organization|phone|website","0.125","0.055","7c12b2f6-3825-479d-932b-e64bf14a6006","published","Central Texas Food Bank","Encuentra alimentos cerca de ti","encuentra-alimentos-cerca-de-ti-central-texas-food-bank","2026-07-27T22:28:39.926527+00:00","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","draft","Central Texas Food Bank","Despensa Móvil de Elgin (Central Texas Food Bank)","despensa-movil-de-elgin-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.769661+00:00","",""
"review","organization|phone|website","0.111","0.044","7c12b2f6-3825-479d-932b-e64bf14a6006","published","Central Texas Food Bank","Encuentra alimentos cerca de ti","encuentra-alimentos-cerca-de-ti-central-texas-food-bank","2026-07-27T22:28:39.926527+00:00","5089e913-cd51-483c-b322-666165033d0f","draft","Central Texas Food Bank","Despensa Móvil de Cedar Creek (Central Texas Food Bank)","despensa-movil-de-cedar-creek-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.554727+00:00","",""
"review","organization|website|address","0.143","0.043","71ef5708-40b2-46e5-b632-07f876b68844","published","Central Texas Food Bank","Distribución de alimentos","central-texas-food-bank-food-distribution","2026-08-10T18:19:20.270708+00:00","04566642-11ce-41c5-b1c2-b3cec69dbbdd","draft","Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","2026-08-18T17:42:10.550628+00:00","",""
"review","organization|phone|website","0.111","0.036","7c12b2f6-3825-479d-932b-e64bf14a6006","published","Central Texas Food Bank","Encuentra alimentos cerca de ti","encuentra-alimentos-cerca-de-ti-central-texas-food-bank","2026-07-27T22:28:39.926527+00:00","04566642-11ce-41c5-b1c2-b3cec69dbbdd","draft","Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","2026-08-18T17:42:10.550628+00:00","",""
"review","phone|email|website","0.400","0.239","3a9d1256-af01-4769-bb61-8cf9b7d3e945","draft","Community Action, Inc. of Central Texas","Educación para Adultos de Community Action Inc. (Bastrop)","educacion-para-adultos-de-community-action-inc-bastrop-community-action-inc-of-central-texas","2026-08-19T04:57:51.467903+00:00","d7ce7df6-a443-4deb-88b6-e2f3097dac72","draft","Community Action for Central Texas - Adult Education","Educación para adultos","community-action-for-central-texas-adult-education-education-and-employment-san-marcos","2026-09-03T00:14:00.498452+00:00","",""
"review","phone|website|address","0.000","0.423","db7b80ba-21f3-4234-904d-f664d91bb71e","draft","Community Council of South Central Texas - Utility Assistance","Asistencia con facturas de energía","community-council-of-south-central-texas-utility-assistance-housing-and-financial-assistan","2026-09-03T00:14:06.218421+00:00","d9ac6095-de0d-473e-9ba2-6b04353d712e","draft","Community Council of South Central Texas - Head Start Program","Head Start y educación infantil temprana","community-council-of-south-central-texas-head-start-program-community-support-seguin","2026-09-03T00:14:06.729994+00:00","",""
"review","organization|phone|website","0.000","0.086","fa2a5b60-1967-4367-b0a6-97f9d68d0c91","published","Dress for Success Austin","Apoyo comunitario para personas y familias","dress-for-success-austin-community-support-for-individuals-and-families","2026-08-10T18:10:09.220528+00:00","705a5ab0-a0d7-4fd5-86b7-6afa79678d64","published","Dress for Success Austin","Apoyo laboral y ropa profesional","dress-for-success-austin-employment-and-professional-clothing-support","2026-08-10T18:19:25.982153+00:00","",""
"review","organization|phone|website","0.000","0.136","004b986e-5a38-4d4a-b0a4-3c34a44a7950","published","El Buen Samaritano","Clases de inglés y alfabetización digital","clases-de-ingles-y-alfabetizacion-digital-el-buen-samaritano","2026-07-27T22:28:42.578848+00:00","b7053618-49f6-44f2-95c2-e940ab607478","archived","El Buen Samaritano","Apoyo comunitario para personas y familias","el-buen-samaritano-community-support-for-individuals-and-families","2026-08-10T18:10:18.298092+00:00","",""
"review","organization|phone|website","0.000","0.100","dd7f074d-02b5-4bda-a5cb-6e5369abc3a3","published","El Buen Samaritano","Servicios comunitarios y apoyo familiar","despensa-de-alimentos-y-distribucion-de-panales-el-buen-samaritano","2026-07-27T22:28:40.157017+00:00","b7053618-49f6-44f2-95c2-e940ab607478","archived","El Buen Samaritano","Apoyo comunitario para personas y familias","el-buen-samaritano-community-support-for-individuals-and-families","2026-08-10T18:10:18.298092+00:00","",""
"review","organization|phone|website|address","0.000","0.091","dd7f074d-02b5-4bda-a5cb-6e5369abc3a3","published","El Buen Samaritano","Servicios comunitarios y apoyo familiar","despensa-de-alimentos-y-distribucion-de-panales-el-buen-samaritano","2026-07-27T22:28:40.157017+00:00","004b986e-5a38-4d4a-b0a4-3c34a44a7950","published","El Buen Samaritano","Clases de inglés y alfabetización digital","clases-de-ingles-y-alfabetizacion-digital-el-buen-samaritano","2026-07-27T22:28:42.578848+00:00","",""
"review","organization|phone|website|address","0.000","0.037","dd7f074d-02b5-4bda-a5cb-6e5369abc3a3","published","El Buen Samaritano","Servicios comunitarios y apoyo familiar","despensa-de-alimentos-y-distribucion-de-panales-el-buen-samaritano","2026-07-27T22:28:40.157017+00:00","5843548a-2505-4246-8cd0-20856e7794ac","archived","El Buen Samaritano","Servicios de apoyo comunitario","el-buen-samaritano-community-support-services","2026-08-10T18:19:14.320065+00:00","",""
"review","organization|phone|website|address","0.000","0.000","004b986e-5a38-4d4a-b0a4-3c34a44a7950","published","El Buen Samaritano","Clases de inglés y alfabetización digital","clases-de-ingles-y-alfabetizacion-digital-el-buen-samaritano","2026-07-27T22:28:42.578848+00:00","5843548a-2505-4246-8cd0-20856e7794ac","archived","El Buen Samaritano","Servicios de apoyo comunitario","el-buen-samaritano-community-support-services","2026-08-10T18:19:14.320065+00:00","",""
"review","phone|email|website|address","0.250","0.111","49d1815a-dee0-4139-8a59-f802ee35766e","archived","Furr Baby Food Pantry (FOOD FOR PETS)","Despensa de alimentos","furr-baby-food-pantry-food-for-pets-williamson","2026-09-03T00:13:42.222795+00:00","298c7ffb-5919-463f-b700-3e02e2766ed9","draft","Furrbaby food pantry","Alimentos y suministros para mascotas","furrbaby-food-pantry-community-support-williamson","2026-09-03T00:14:00.937476+00:00","",""
"review","organization|phone|website","0.000","0.262","dcde9d1b-dae2-4df7-9d08-03be49e18a2d","published","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","hill-country-community-ministries-food-pantry","2026-08-07T23:13:46.054327+00:00","49c0b4d3-14d0-4cbd-87e1-1aa574242e66","archived","Hill Country Community Ministries","Hill Country Community Ministries","hill-country-community-ministries","2026-08-10T14:00:53.564777+00:00","",""
"review","organization|phone|website","0.000","0.129","49c0b4d3-14d0-4cbd-87e1-1aa574242e66","archived","Hill Country Community Ministries","Hill Country Community Ministries","hill-country-community-ministries","2026-08-10T14:00:53.564777+00:00","ef34d037-960b-4586-a3e7-44798208da0e","archived","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","hill-country-community-ministries-food-and-basic-needs-assistance","2026-08-10T18:10:05.241708+00:00","",""
"review","organization|phone|website","0.000","0.250","fbb60027-51bd-418d-ace5-5484e3fb16e7","published","Hope Alliance","Apoyo para sobrevivientes de violencia y abuso sexual","hope-alliance-survivor-services","2026-08-07T23:13:44.661889+00:00","686c43d9-9cd1-45cb-9578-788c651d33c5","archived","Hope Alliance","Refugio y vivienda temporal","hope-alliance-community-support-williamson","2026-09-03T00:14:03.126021+00:00","",""
"review","organization|phone|website","0.000","0.220","1d7dbe0a-6df7-4da0-a0b7-9cd13a08c825","published","Integral Care","Servicios de apoyo para vivienda","integral-care-integral-care","2026-08-10T19:18:12.430767+00:00","8475be9e-3a90-464e-a69a-b1ade532df22","published","Integral Care","Salud Mental, Uso de Sustancias y Servicios de Crisis","integral-care-integral-care-2","2026-08-10T19:18:17.146235+00:00","",""
"review","organization|phone|website","0.000","0.162","b15f53c8-9f9f-472c-9983-1d4af24c2f1e","published","Integral Care","Servicios de salud mental y bienestar","integral-care-mental-health-and-wellness-services","2026-08-10T18:10:15.383427+00:00","1d7dbe0a-6df7-4da0-a0b7-9cd13a08c825","published","Integral Care","Servicios de apoyo para vivienda","integral-care-integral-care","2026-08-10T19:18:12.430767+00:00","",""
"review","organization|phone|website","0.182","0.243","b3e2deec-ec82-4a93-8c2b-fa160cc216ff","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Round Rock","lone-star-circle-of-care-round-rock-behavioral-health","2026-08-10T14:00:51.88846+00:00","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","",""
"review","organization|phone|website","0.167","0.226","b3e2deec-ec82-4a93-8c2b-fa160cc216ff","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Round Rock","lone-star-circle-of-care-round-rock-behavioral-health","2026-08-10T14:00:51.88846+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"review","organization|phone|website","0.111","0.204","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"review","organization|phone|website","0.111","0.204","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"review","organization|phone|website","0.125","0.204","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"review","organization|phone|website","0.143","0.169","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.100","0.156","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","",""
"review","organization|phone|website","0.100","0.156","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","",""
"review","organization|phone|website","0.000","0.146","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.125","0.120","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","",""
"review","organization|phone|website","0.125","0.120","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","",""
"review","organization|phone|website","0.143","0.120","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","",""
"review","organization|phone|website","0.182","0.119","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"review","organization|phone|website","0.000","0.106","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.000","0.106","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.000","0.106","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.100","0.103","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","",""
"review","organization|phone|website","0.167","0.093","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","e9df9255-f85a-4825-82f7-942cbfa80c80","archived","Lone Star Circle of Care","Atención veterinaria","lone-star-circle-of-care-health-and-personal-support-williamson","2026-09-03T00:13:59.332094+00:00","",""
"review","organization|phone|website","0.111","0.091","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
