"severity","confidence","code","status","id","slug","organization_name","title_es","title_en","primary_category","detail","recommendation"
"access","medium","in_person_without_address","published","73b444a8-b037-4d04-8325-8e5ecec24043","helping-hand-home-for-children-support-for-foster-youth-and-families","Helping Hand Home for Children","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","24a73cb9-c809-4de7-9d4a-91311a668122","impact-counseling-services-inc-mental-health-and-wellness-services","Impact Counseling Services, Inc","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","eb2b6233-ade9-4cc5-885a-785ef5d682db","just-keep-livin-foundation-youth-development-and-recreation-programs","just keep livin Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","0de5cb4c-9a5d-4a8a-a7a8-3e2f5a885947","keep-austin-beautiful-education-and-learning-support-programs","Keep Austin Beautiful","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","179b818c-3ff0-4748-87d7-42d78891b0de","lake-travis-isd-oficina-de-programas-comunitarios-lake-travis-independent-school-district","Lake Travis Independent School District","Oficina de Programas Comunitarios","Office of Community Programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6736b501-749e-4473-b1d5-45c82c1fa03f","lifeworks-mental-health-and-wellness-services","Lifeworks","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","5b5e715c-1154-4c6a-84d5-856bb491db4f","educacion-para-adultos-y-preparacion-laboral-literacy-coalition-of-central-texas","Literacy Coalition of Central Texas","Educación para adultos y preparación laboral","Adult Education and Career Preparation","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6aaaceb5-440b-463b-b09b-81c9752bc509","literacy-council-williamson-county","Literacy Council of Williamson County","Alfabetización, inglés y preparación para GED","Literacy, English, and GED preparation","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","b005b675-a70d-44fb-9af3-cfd2252c65d9","live-like-cati-community-support-for-individuals-and-families","Live Like Cati","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","84e753f7-023c-4527-9a6b-1e8e6871f1dc","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","Affordable Medical, Dental & Mental Health Care","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1223b6d6-d956-43c5-b254-0b938076d2f1","mama-sana-vibrant-woman-community-support-for-individuals-and-families","Mama Sana Vibrant Woman","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7ae4b2a1-43b3-49ef-8c4a-f639bb574817","terapia-bilingue-para-ansiedad-trauma-y-bienestar-emocional-manana-counseling-pllc","Mañana Counseling, PLLC","Terapia Bilingüe para Ansiedad, Trauma y Bienestar Emocional","Bilingual Therapy for Anxiety, Trauma, and Emotional Wellness","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1592590b-5cd6-47c3-931b-fae1ab5710bc","manor-isd-project-hope-mckinney-vento-manor-independent-school-district","Manor Independent School District (Manor ISD)","Proyecto Hope (McKinney-Vento)","Project Hope (McKinney-Vento)","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","52ab99cc-b7b3-4426-a7c9-74df09a8defa","maven-youth-youth-development-and-recreation-programs","Maven Youth","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e463ca6b-f0a8-465a-8852-3116fb039d43","op-veteran-op-veteran","OP Veteran","Conexión Comunitaria y Bienestar para Veteranos","Veteran Community Connection and Wellness","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","5f5f2227-d772-4fbb-82fd-e81b283f3750","operation-liberty-hill","Operation Liberty Hill","Alimentos, ropa y asistencia financiera","Food, clothing, and financial assistance","recursos-financieros","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7c09f9be-c599-4f1f-a803-9e13f309540d","owbc-head-start-williamson","Opportunities for Williamson & Burnet Counties","Programa Head Start","Head Start program","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","50672310-7949-49fa-95b4-4e7aff7e4bf2","partners-for-education-agriculture-and-sustainability-peas-education-and-learning-support-programs","Partners For Education Agriculture and Sustainability (PEAS)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","10a27315-251e-44b7-8960-80f79a2a980b","partnerships-for-children-community-support-for-individuals-and-families","Partnerships for Children","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","3d84a53d-1b8f-4ae9-8b34-291a1f5fb7e6","rbi-austin-youth-development-and-recreation-programs","RBI Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1fee08a5-40ba-4bbf-b10a-0474d09ea20c","rowing-dock-youth-development-and-recreation-programs","Rowing Dock","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","248e2b4d-7a2c-4427-9773-5cf5d36bbc60","sacred-heart-community-clinic","Sacred Heart Community Clinic","Atención médica gratuita para personas sin seguro","Free medical care for uninsured adults","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","53df8be8-d80b-47a7-bec4-47043ef9f377","seedling-youth-development-and-recreation-programs","Seedling","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","381ceae3-e148-49af-84be-d9a66b5fc351","senior-access-drive-a-senior","Senior Access","Transporte voluntario para adultos mayores","Volunteer transportation for older adults","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","70bff9cc-e79e-458e-aa08-123353f489e1","shield-ranch-foundation-el-ranchito-youth-development-and-recreation-programs","Shield Ranch Foundation/El Ranchito","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","9e02be2f-dabf-4e0d-87ae-4b8aacdba5b4","texas-baptist-children-s-home-support-for-foster-youth-and-families","Texas Baptist Children's Home","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","b34b0e49-696b-4043-b340-be0dfee17673","texas-foster-family-association-community-support-for-individuals-and-families","Texas Foster Family Association","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e6ea2283-56c6-4012-979b-70edad0567b1","texas-parks-and-wildlife-department-tpwd-youth-development-and-recreation-programs","Texas Parks and Wildlife Department (TPWD)","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","cf420eae-5eb6-4315-a972-980ff4f43f65","trla-lassa-asistencia-legal-para-sobrevivientes-de-agresion-sexual-texas-riogrande-legal-aid","Texas RioGrande Legal Aid (TRLA) – Legal Aid for Survivors of Sexual Assault (LASSA)","Asistencia Legal Gratuita para Sobrevivientes de Agresión Sexual","Free Legal Assistance for Survivors of Sexual Assault","ayuda-legal","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","11d31d56-84c0-4f93-b048-ca140c5d554a","nutricion-y-beneficios-wic-texas-wic","Texas WIC","Nutrición y beneficios WIC","WIC nutrition and food benefits","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","3a9cfb2b-3c64-46fb-981d-cb0cc1a101ba","texas-wildlife-association-education-and-learning-support-programs","Texas Wildlife Association","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","85303f47-6ce4-425d-bbd7-103377ee3183","the-georgetown-project-community-support-for-individuals-and-families","The Georgetown Project","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","a922e19a-6fa5-4e4d-8621-48a7d7623ab7","the-settlement-home-for-children-post-adoption-services-support-for-foster-youth-and-families","The Settlement Home for Children Post-Adoption Services","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","fe44121c-f3fc-45e0-bedb-ddceff9cd388","todos-juntos-learning-center-community-support-for-individuals-and-families","Todos Juntos Learning Center","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","2ddc9f82-7c49-4781-9c1e-b81cbef39535","travis-audubon-youth-development-and-recreation-programs","Travis Audubon","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","a322325a-0aa9-42dd-9803-52d242da0f4c","ayuda-para-pagar-servicios-publicos-travis-county-health-and-human-services","Travis County Health and Human Services","Ayuda para pagar servicios públicos","Utility Payment Assistance","recursos-financieros","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","0c902098-64b3-4727-80f1-f1c92c9f7f75","us-citizenship-and-immigration-services-uscis","U.S. Department of Homeland Security – U.S. Citizenship and Immigration Services","Servicios de Ciudadanía e Inmigración de Estados Unidos (USCIS)","U.S. Citizenship and Immigration Services (USCIS)	","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e20bd28c-bbc1-4ff3-89f4-f6493b731344","upbring-support-for-foster-youth-and-families","Upbring","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e2b49b45-73e8-4905-b97e-01ab1e099a9d","uplift-texas-food-and-basic-needs-assistance","Uplift Texas","Alimentos y asistencia para necesidades básicas","Food and basic-needs assistance","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","0d41a430-c159-4f9b-b8f4-2ed7b1cbc5cc","urban-roots-youth-development-and-recreation-programs","Urban Roots","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","15dc36d5-f3d8-4799-a3b8-adc185a5ed8f","vela-disability-and-family-support","VELA","Apoyo para personas con discapacidades y sus familias","Disability and family support","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","bc94d411-db8d-4ba0-8571-2a8e964f289a","westcave-outdoor-discovery-center-youth-development-and-recreation-programs","Westcave Outdoor Discovery Center","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","c81ada7a-35f9-4f2c-8282-303c82c3b30c","williamson-county-family-recovery-court","Williamson County","Tribunal de Recuperación Familiar","Family Recovery Court","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","2f3dd17c-8a9b-47c0-95fd-499b693273c3","wcchd-wic-williamson","Williamson County and Cities Health District","Nutrición y beneficios WIC","WIC nutrition and food benefits","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7b3c4f39-f752-49eb-b8c7-5fc858a65e3c","williamson-county-children-s-advocacy-center-education-and-learning-support-programs","Williamson County Children's Advocacy Center","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","37bd8b8e-1c14-47a0-b5e2-b812761ab0c4","williamson-county-court-appointed-attorney","Williamson County Indigent Defense","Williamson County – Abogado Designado por el Tribunal","Williamson County – Court-Appointed Attorney","ayuda-legal","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6aaf57ab-6fc3-4e9d-83d8-917a1d53cab3","wonders-and-worries-community-support-for-individuals-and-families","Wonders & Worries","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","c8dbfac7-9f96-46ce-9968-5f58ebec7f72","workforce-solutions-rural-capital-area-williamson","Workforce Solutions Rural Capital Area","Empleo, capacitación y desarrollo laboral","Employment, training, and workforce development","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","a2c84b8d-dea7-4e87-b8bc-8b7b252b3d19","servicios-de-cuidado-infantil-workforce-solutions-rural-capital-area-workforce-solutions-rural-capital-area-wsrca","Workforce Solutions Rural Capital Area (WSRCA)","Servicios de Cuidado Infantil — Workforce Solutions Rural Capital Area","Child Care Services — Workforce Solutions Rural Capital Area","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6c24c546-2575-4a93-8ac9-7afac780955b","workforce-solutions-rural-capital-area-child-care-services-financial-and-basic-needs-assistance","Workforce Solutions Rural Capital Area- Child Care Services","Asistencia financiera y apoyo para necesidades básicas","Financial and basic-needs assistance","recursos-financieros","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","11faa1df-af1b-4123-a1d5-bbe2e14dd076","ywca-greater-austin-youth-development-and-recreation-programs","YWCA Greater Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","a56bf4d3-8986-4009-b2d6-9c6273582a8d","zilker-botanical-garden-youth-development-and-recreation-programs","Zilker Botanical Garden","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"classification","low","possible_category_mismatch","published","a37dbeb1-a190-4764-8ca6-5c2d0fb65fc8","orientacion-para-encontrar-ayuda-local-2-1-1-texas","2-1-1 Texas","Orientación para encontrar ayuda local","Help Finding Local Resources","otros-recursos","Text signals transporte but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","aef44fd4-dad3-46c3-b679-414b3d981ac1","african-american-youth-harvest-foundation-community-support-for-individuals-and-families","African American Youth Harvest Foundation","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","73e14c4e-af91-43fe-83bb-094977880a82","age-of-central-texas-servicios-para-cuidadores-age-of-central-texas","AGE of Central Texas","Orientación y apoyo para cuidadores familiares","Navigation and support for family caregivers","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","0a97f4ee-26c3-4a07-a118-c3cf024c20d5","all-saints-episcopal-church-rent-and-utility-assistance-all-saints-episcopal-church-rent-and-utility-assistanc","All Saints Episcopal Church Rent and Utility Assistance","Asistencia con renta y servicios públicos","Rent and utility assistance","vivienda","Text signals transporte but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","e3497e15-889d-4c79-b5df-5464e49d62b3","austin-clubhouse-mental-health-and-wellness-services","Austin Clubhouse","Servicios de salud mental y bienestar","Mental health and wellness services","salud","Text signals educacion but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","5c580c96-5e59-465f-9223-c223a9a1e1b1","austin-habitat-for-humanity-homeownership-program-austin-habitat-for-humanity-homeownership-program","Austin Habitat for Humanity Homeownership Program","Programa de compra de vivienda asequible","Affordable homeownership program","vivienda","Text signals educacion but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","153a2496-64c7-4ea3-b4bb-e51c370d0376","austin-neighborhood-center-housing-and-financial-assistance-travis","Austin Neighborhood Center","Renta, servicios y necesidades básicas","Rent, utilities, and basic needs","recursos-financieros","Text signals transporte but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","d1fb9aff-e20f-4e22-88b1-1ac68d60670d","clinica-wic-de-bastrop-austin-public-health-administra-wic-para-el-area-de-bastrop","Austin Public Health (administra WIC para el área de Bastrop)","Clínica WIC de Bastrop","WIC Bastrop Clinic","comida","Text signals educacion but primary category is comida.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","454c78f4-22eb-4e3e-afb1-27d2b6b32cac","austin-resource-center-for-the-homeless-arch-austin-resource-center-for-the-homeless-arch","Austin Resource Center for the Homeless (ARCH)","Refugio de Emergencia y Servicios para Personas sin Vivienda","Emergency Shelter & Homeless Services","vivienda","Text signals ayuda-legal but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","1eb2779a-7fd2-4524-a9d4-2f66924afa2b","austin-voices-for-education-and-youth-community-support-for-individuals-and-families","Austin Voices for Education and Youth","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","5e7c1ec1-b2e5-4807-9b3c-248719aefd2b","oficina-de-servicios-para-veteranos-del-condado-de-bastrop-bastrop-county","Bastrop County","Orientación y reclamos de beneficios para veteranos","Veterans benefits counseling and claims assistance","recursos-financieros","Text signals educacion but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","2a3cb8bc-969e-4e58-aef3-e09ae04792f0","bastrop-county-cares-bastrop-county-cares","Bastrop County Cares","Conexión con Servicios de Salud y Apoyo Comunitario","Health & Community Support Navigation","salud","Text signals transporte but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","96f1bed9-7531-411e-99b6-f15a7e030f85","programa-de-asistencia-de-renta-utilities-despensa-de-emergencia-del-condado-de-bastrop-bastrop-county-emergency-food-pantry","Bastrop County Emergency Food Pantry","Asistencia de emergencia con renta y servicios públicos","Emergency rent and utility assistance","recursos-financieros","Text signals comida but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","9409990b-0eb4-4a63-9cba-995ca29708de","departamento-de-salud-publica-del-condado-de-bastrop-bastrop-county-government","Bastrop County Government","Departamento de Salud Pública del Condado de Bastrop","Bastrop County Public Health Department","salud","Text signals educacion but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","a9218b46-6595-453b-b319-a2cb3624d4af","autoridad-de-vivienda-de-bastrop-bastrop-housing-authority","Bastrop Housing Authority","Vivienda pública y vales de Sección 8","Public housing and Section 8 vouchers","vivienda","Text signals ayuda-legal but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","98d4da6f-df63-4e3f-b11e-5647f372c084","black-mamas-atx-community-support-for-individuals-and-families","Black Mamas ATX","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","0582465d-96a1-4806-a237-22ee6bed50d3","black-women-who-community-support-for-individuals-and-families","Black Women Who","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","b11604b0-5d1a-4d0e-9c59-58397e6b02d6","casa-marianella-casa-marianella","Casa Marianella","Immigrant & Asylum Seeker Shelter & Support","Refugio y Apoyo para Inmigrantes y Solicitantes de Asilo","vivienda","Text signals ayuda-legal but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","1ae95abd-bb23-4d4b-a3e2-531cf3b9c56b","catholic-charities-central-texas-st-gabriel-s-pregnancy-and-parenting-program-community-su","Catholic Charities Central Texas St. Gabriel’s Pregnancy and Parenting Program","Apoyo durante el embarazo y la crianza","Pregnancy and parenting support","vivienda","Text signals educacion but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","b4ec4cc4-7148-4215-9e96-bf243cb77dd1","caridades-catolicas-de-central-texas-servicios-para-veteranos-st-michael-s-catholic-charities-of-central-texas","Catholic Charities of Central Texas","Servicios para Veteranos St. Michael's","St. Michael's Veteran Services","recursos-financieros","Text signals educacion but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","20e66dca-2481-48d1-a472-2f0cd5092e22","christi-center-mental-health-and-wellness-services","Christi Center","Servicios de salud mental y bienestar","Mental health and wellness services","salud","Text signals educacion but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","f17774b3-626f-4eab-9077-95d46cea0711","city-of-austin-vital-statistics-city-of-austin-vital-statistics","City of Austin Vital Statistics","Copias certificadas de actas de nacimiento y defunción","Certified birth and death certificates","otros-recursos","Text signals ayuda-legal but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","f41c8153-55dd-40d3-859e-512f01bf8efd","colin-s-hope-community-support-for-individuals-and-families","Colin's Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","1c36da4e-fca1-45c1-a90d-307af32eaeb7","college-possible-texas-community-support-for-individuals-and-families","College Possible Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","ff8d025b-295a-4b1f-9a09-26ca5ea8f787","asistencia-con-servicios-publicos-community-action-inc-hays-caldwell-blanco-community-action-inc-of-central-texas","Community Action Inc. of Central Texas","Asistencia con Servicios Públicos — Community Action Inc. (Hays/Caldwell/Blanco)","Utility Assistance — Community Action Inc. (Hays/Caldwell/Blanco)","recursos-financieros","Text signals educacion but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","8181be7b-00f9-498e-8ca2-9041bd8847b5","comprehensive-energy-assistance-program-housing-and-financial-assistance-caldwell","Community Action, Inc. of Central Texas","Asistencia energética CEAP","CEAP energy assistance","recursos-financieros","Text signals educacion but primary category is recursos-financieros.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","d9ac6095-de0d-473e-9ba2-6b04353d712e","community-council-of-south-central-texas-head-start-program-community-support-seguin","Community Council of South Central Texas - Head Start Program","Head Start y educación infantil temprana","Head Start and early childhood education","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","7f85aa91-8857-4480-a180-82c837537281","williamson-county-community-resource-center-liberty-hill","Community Resource Centers of Texas","Williamson County Community Resource Center – Liberty Hill","Williamson County Community Resource Center – Liberty Hill","vivienda","Text signals transporte but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","684e5303-f318-4851-ac58-b2c899680469","con-mi-madre-community-support-for-individuals-and-families","Con Mi Madre","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","906ee53a-a139-4b2b-9a78-7b01e8624f85","connect-atx-community-resource-navigation","Connect ATX","Navegación de recursos comunitarios","Community resource navigation","otros-recursos","Text signals transporte but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","9a3dbad5-475f-4fc9-bf04-66897b2da65c","cross-creek-behavioral-health-hospital-mental-health-and-wellness-services","Cross Creek Behavioral Health Hospital","Servicios de salud mental y bienestar","Mental health and wellness services","salud","Text signals transporte but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","1f6272c7-a375-4adf-987e-b9f237db57bb","del-valle-isd-apoyo-estudiantil-y-familiar-del-valle-independent-school-district","Del Valle Independent School District","Del Valle ISD — Apoyo Estudiantil y Familiar","Del Valle ISD — Student and Family Support","otros-recursos","Text signals educacion but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","148cb73a-4dc6-4b43-8515-1a59f006e203","downtown-austin-community-court-dacc-downtown-austin-community-court-dacc","Downtown Austin Community Court (DACC)","Tribunal Comunitario y Servicios para Personas sin Vivienda","Community Court & Homeless Services","vivienda","Text signals ayuda-legal but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","1617f63a-5e6d-4d72-ae3c-24cef6ca65f4","drive-a-senior-network-drive-a-senior-network","Drive a Senior Network","Transporte voluntario para adultos mayores","Volunteer transportation for older adults","otros-recursos","Text signals transporte but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","draft","8c649e92-d0c9-48b6-bbbd-020dfc153811","centro-de-crisis-familiar-refugio-del-condado-de-bastrop-family-crisis-center-inc","Family Crisis Center, Inc.","Refugio y apoyo para sobrevivientes de violencia","Shelter and support for survivors of violence","otros-recursos","Text signals ayuda-legal but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","9c7159f5-e24a-4847-9947-88357e965652","buscador-de-ayuda-comunitaria-findhelp-and-texas-2-1-1","findhelp and Texas 2-1-1","Buscador de ayuda comunitaria","Community assistance search","otros-recursos","Text signals transporte but primary category is otros-recursos.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","ad6f0ff8-ebd7-4a63-be71-910d8a51f48a","college-hub-at-foundation-communities-education-and-learning-support-programs","Foundation Communities","Vivienda asequible y servicios de apoyo comunitario","Affordable Housing & Community Support Services","vivienda","Text signals educacion but primary category is vivienda.","Review immutable source evidence before changing category; incidental mentions are common."
"classification","low","possible_category_mismatch","published","82498cc8-75da-410b-8e26-8c572a635a0c","giving-austin-labor-support-gals-mental-health-and-wellness-services","Giving Austin Labor Support (GALS)","Servicios de salud mental y bienestar","Mental health and wellness services","salud","Text signals educacion but primary category is salud.","Review immutable source evidence before changing category; incidental mentions are common."
